sample_id,source_file,source_row,sha256,source_format,width,height,caption,dup_group,dev200_idx,subset500
01309,validation-00001-of-00005.parquet,309,8f76e6bcb24f3f9575b2aa9c0a04fdad0c3bb9b53acaee55d0a56b4ece6e9819,PNG,512,512,Vintage photos of suffragettes that will make you want to get out and vote,,,0
01310,validation-00001-of-00005.parquet,310,782123d251490786234b94054b4e55e009322105f8572d22fe9a4adaee83a68a,PNG,512,512,Autumn Prelude Painting  - Autumn Prelude Fine Art Print,,,0
01311,validation-00001-of-00005.parquet,311,d002f57ba5c81e0109d6cdbd2ae3c57e2b33599568a4cd42f66f4d19258ce5ba,PNG,512,512,Hungarian National Digital Archive Beach Style Swimsuit Fashion,,,1
01312,validation-00001-of-00005.parquet,312,2be0046587b9af8db8712245735e1c717f1c9c0e3ae84e1b387d60b2afa3428b,PNG,512,512,Celebratory Feast Wind in the Willows animals toad badger ratty mole hare owl otter mice,,,0
01313,validation-00001-of-00005.parquet,313,1e84bc632db7cd78491a16447a9378800cccd20f72f9b460cfebc580701b0e57,PNG,512,512,"Dissident EkachaiHongkangwan holds a replica of a plaque commemorating the year Thailand went from being an absolute monarchy to a democracy in 1932. Ekachai is a veteran activist who has been physically attacked several times, in apparent response to his criticism of the military",,,0
01314,validation-00001-of-00005.parquet,314,e58786904a7bf79b5732cadfea169bd3672b55526fab76bd93da7fc04351215c,PNG,512,512,close reading on tintern abbey Locating wordsworth: tintern abbey and  and still emits a considerable roar close at hand —a  a green reading of tintern abbey argues that the mind is.,,,0
01315,validation-00001-of-00005.parquet,315,19003763304ec749cb9cc7a60977a55bd1661ac4a6cb2b65a8e49e5da2d2244f,PNG,512,512,Lucille Ball by Stars on Art,,,0
01316,validation-00001-of-00005.parquet,316,078a117d3a9fb3f6f8374318487d051410707f9948059de8d620ab38bfd25e0e,PNG,512,512,"Italy, Dolomites, Mountains, sunrise, limited edition, photograph, fine art, landscape, photo",,,0
01317,validation-00001-of-00005.parquet,317,72e75280bf11bb4ccb4fe2ce8bbeb7f780dec593544244da56514be0fe26302e,PNG,512,512,Death Comes to Pemberley 01,,,0
01318,validation-00001-of-00005.parquet,318,e6ec14cf08df5c285846be8c4597bd79e7403072ff8662c295279d9e18609c76,PNG,512,512,"In From The Fields, Farm scene with Tractor - SOLD",,,1
01319,validation-00001-of-00005.parquet,319,b70b72602b3056e5611fdb68012b561a10b64d7af242917ecd3a58f28404fc74,PNG,512,512,Light Grey Kitchen zola gloss contemporary white & light grey | kitchen stori,,,0
01320,validation-00001-of-00005.parquet,320,aa344d3987125a697fde01ec7d1fd3b4b91be6e81b33353e3c55f2dd77221fea,PNG,512,512,Uncharted 4 Concept Art - Nick Gindraux,,,0
01321,validation-00001-of-00005.parquet,321,a6d90be885df9aeea2114ec287733b8be1f46139ec47b67092dfe1dc442527c6,PNG,512,512,This image has an empty alt attribute; its file name is Orion-rising-over-Ingleborough-181209-700x525.jpg,,,0
01322,validation-00001-of-00005.parquet,322,3021491f1819f0cb55ea543180943c96e2b106ca9c260e817040a74b22189b38,PNG,512,512,Picturesque village on stilts on a lake in Hungary,,,0
01323,validation-00001-of-00005.parquet,323,7e72bbb55bf1b6278fc1222af5e270e53e3e5d570119525ceed53a1a4a7439db,PNG,512,512,Surfer at Pipeline,,,0
01324,validation-00001-of-00005.parquet,324,0e14f27a814fad2ba4659a4971b6a6e37cf245667af08650ffd66a24bfcb6b1c,PNG,512,512,Z.L. Feng Watercolor Landscapes,,,1
01325,validation-00001-of-00005.parquet,325,3fcb757ceeec9426eb158d00643b1353d3d63f2273540ae150edabcb82fdc217,PNG,512,512,Because Chinese men with long hair are so fucking hot. It'd be great if anyone could tell me who this guy is.,,,0
01326,validation-00001-of-00005.parquet,326,1a9f237a2cb0a56559a3f405cf54b9cf2a0ad90f2bb903112fd89b4fe8b77b06,PNG,512,512,Caprese Pasta in white bowl,,,0
01327,validation-00001-of-00005.parquet,327,3f993969d405b4c163febbeec3d77a45814fe9f1cccc17e6a546b3fdcbc65558,PNG,512,512,Dor�: The Annunciation Photograph,,,1
01328,validation-00001-of-00005.parquet,328,da1f75f13e3145c24c963f1b226653e48073c45e6305ff6d3577c32d0f0e0e8e,PNG,512,512,"A girl-child in blue stands in a greenhouse surrounded by hundreds of leaves, and she reaches out to touch one.",,,0
01329,validation-00001-of-00005.parquet,329,6342aee85172c11a494025af67c549f9c0d181135a1bfe414da610e576a7e525,PNG,512,512,"water, built structure, sea, transportation, railing, blue, red, architecture, sky, nautical vessel, pier, mode of transport, safety, bridge - man made structure, metal, connection, river, outdoors, boat, wood - material",,,1
01330,validation-00001-of-00005.parquet,330,881540bf3c56954a832a113daac9c3f706447bef534bdd05b946d3dea2f3ac92,PNG,512,512,"Admont Abbey Library, Austria",,,0
01331,validation-00001-of-00005.parquet,331,3686072e9dfcffd1631c945ce2bb302665879838d2f62b1e15d1727326455daf,PNG,512,512,Clouds-on-the-Mesa-painting,,,0
01332,validation-00001-of-00005.parquet,332,37a671ecb2fa1e1ce66e442de564d32b536cb0c5226a2b0076755b98932269bb,PNG,512,512,Kate Winslet - The Edit Magazine (October 2015),,,0
01333,validation-00001-of-00005.parquet,333,85bd270d3cae434a8cb5b77e255906ac2c42e96998a9eb716bddcad45fa0651a,PNG,512,512,Fassbender in one of two android roles,,,0
01334,validation-00001-of-00005.parquet,334,c8eb494c22796b362c0739c8940915ed36b363435cbff5b553c8d306c0661e08,PNG,512,512,"""""""?? Photo of the Day ??  """"""""Weather Vacuum"""""""" by John Finney  #sienawards #sipacontest #beyondthelens #photooftheday""""""",,,0
01335,validation-00001-of-00005.parquet,335,e2d6324f66a1cadd825669e63c58caf3918b212bc95f09d7df7f8dbaf16591b3,PNG,512,512,Nancy (NaughtyMag) Nude Pictures,,,0
01336,validation-00001-of-00005.parquet,336,de931e30e2fa08d0434b527f2c48a5f6f00125eb5d24b82344d50bedccf7bc24,PNG,512,512,Wild Dark Faeries by Coliandre on deviantART just ...,,,0
01337,validation-00001-of-00005.parquet,337,f3d506d396821b878c81b264d8598fb884ae84ce2e823c1d3fac2416cd41dbd8,PNG,512,512,Pirelli Calendar has grown into a symbol (Pic. Pirelli / Peter Lindbergh).,,46,0
01338,validation-00001-of-00005.parquet,338,a62e6302456baf8ff868fa981a44e73a98edecd5c8a071adf8f597aafe6af87c,PNG,512,512,river-on-the-john-muir-trail-black-white,,,0
01339,validation-00001-of-00005.parquet,339,a1e9cc5a9f8925a6883cd574bfdf1297515f56b54ca52c6f05ec5da7339dd5f5,PNG,512,512,Via David James Gandy ..thx !!,,,0
01340,validation-00001-of-00005.parquet,340,655c7497518c0599f516d032e5b530e287dde9d228fb32541b29dfe95cf34a90,PNG,512,512,The Modern Host - Comfortable living room | Timothy Oulton,,,1
01341,validation-00001-of-00005.parquet,341,104a128bc35ff2bac96e9b1bf07dcca38f0d6d5d4d6bfa7524802806850aee8d,PNG,512,512,"Emilia Clarke, Breakfast at Tiffany's",,,0
01342,validation-00001-of-00005.parquet,342,e472b3bfb7fd5fe1615739e15922da78e72fb99af5a5fa8a23d74cbe1fb32ba5,PNG,512,512,"""Broccoli Mower: """"Douglas stubbornly refused to accept his wife's opinion that he had let the lawn go too long without attention.""""""",,,0
01343,validation-00001-of-00005.parquet,343,99d15b25ab17428723525e459a9c43e05addde0f9017baa9ab1c3a0169eb8614,PNG,512,512,A Tale of Two Chevys: 1940 | Shorpy | Old Photos,,,0
01344,validation-00001-of-00005.parquet,344,22cc13d91b1617410144f43dfac9cf554f32255dbf19d8b5b4b53fc70dc2843c,PNG,512,512,Old Wagon Near The Stirlings by Eve Parry,,,0
01345,validation-00001-of-00005.parquet,345,fa08018e46ba03f89bbf4fb4e97ddea35a5a44763beedd2eb12aa8eea88df761,PNG,512,512,Wallpaper night lights home Italy Venice Cathedral channel 1332x850,,,0
01346,validation-00001-of-00005.parquet,346,4e01dc4335b57f4d0399a8699354f2599e556a09a47a1f2eb055cfc0b6884ee4,PNG,512,512,"October 1942. Engine installers at Douglas Aircraft in Long Beach, California.",,,0
01347,validation-00001-of-00005.parquet,347,7e98309ed31fb49dc5ec2dc1843c2a009b9070a7f6fc28d2ec33aa6a876a0e12,PNG,512,512,Cenotaph by Signalnoise Threadless Store,,,0
01348,validation-00001-of-00005.parquet,348,22d07d50f24930a47c9d609839acadc9d9e335c311f4282999427c6661cdb568,PNG,512,512,"Jay Nottingham, Original oil painting on panel, Moonlight Stroll",,,0
01349,validation-00001-of-00005.parquet,349,37ef580267d00847aae1d5f0cb369024a351c27db67aab371c8e19e66333f738,PNG,512,512,"""""""Oil on canvas painting 36"""""""" x 48 """""""" Red and Yellow Dories in Nfld harbour""""""",,,0
01350,validation-00001-of-00005.parquet,350,c57b37f38aa48e04f3d652558fbbe2c091cb864b33771f46c88a05a0ee81f782,PNG,512,512,Red cabins,,,0
01351,validation-00001-of-00005.parquet,351,0c79cd24769986eefc33b8a8fed6266fa77e13bd3733b0c50246f50cc15f2889,PNG,512,512,Park Hae-jin to take on four roles in new mystery romance drama,,,0
01352,validation-00001-of-00005.parquet,352,ccb085eefdecefaceba00dff790173b551c71e7ab880fd4482ea0deaa3c4b3ec,PNG,512,512,"In this May 22, 2019 file photo, Sumaira a Pakistani woman, shows a picture of her Chinese husband in Gujranwala, Pakistan. Sumaira, who didn't want her full name used, was raped repeatedly by Chinese men at a house in Islamabad where she was brought to stay after her brothers arranged her marriage to the older Chinese man. The Associated Press has obtained a list, compiled by Pakistani investigators determined to break up trafficking networks, that identifies hundreds of girls and women from across Pakistan who were sold as brides to Chinese men and taken to China.",,,0
01353,validation-00001-of-00005.parquet,353,37cdf2ab1dc28adeee5219622e51ca0c13aaa0088629311bb485227227952a6b,PNG,512,512,Chris Hemsworth and Elsa Pataky Buy Home in Malibu,,,0
01354,validation-00001-of-00005.parquet,354,b5ce2b59d9aa7afa48fa3ee3df82c7cda590e8cfd5a5481587647eb685d7a3fc,PNG,512,512,1920x1200 Sniper Ghostwarrior desktop PC and Mac wallpaper 1920x1200,,,0
01355,validation-00001-of-00005.parquet,355,5d81ddfba6b56efa3e1cca4d602315dd9a5d6248b0a8a21f6ddacdcb0176d3f2,PNG,512,512,"Ok girls, we're in the 1950's. Which would be your choice of swimwear? www.mymadil.com.au",,,0
01356,validation-00001-of-00005.parquet,356,d0a3d07c084afae65437f09b6d0554ea8e788dbd6b5477a03b4fe94e35e4d562,PNG,512,512,Roarie Yum seated nude with stripes projected on her naked body,,,0
01357,validation-00001-of-00005.parquet,357,0e1ad3c8f59311d341303381eda73cc52dba6f52d873057032ebe15e539dd5bc,PNG,512,512,Golden Gate Bridge after rain,,,0
01358,validation-00001-of-00005.parquet,358,949e309878c5d036a8a77370fe76a2ad184a3ec20780de256f9432dfc652d3b1,PNG,512,512,Cheaney Shoes - The History of Cheaney,,,0
01359,validation-00001-of-00005.parquet,359,a6f10ea9b35bd514fbdc0944b2631762a82fd3134aa3197081eb487e9de9a626,PNG,512,512,Athabasca Glacier Icefields Parkway Alberta Voyage Collective Sam Hobley Photography,,,0
01360,validation-00001-of-00005.parquet,360,5f0d8186df3af3fb82ae9193548d1e7173688d8f5e68dfeba7a2e737c9fcefda,PNG,512,512,Photograph Golden Gate Bridge with Sunset by Kenji Yamamura on 500px,,,0
01361,validation-00001-of-00005.parquet,361,8bbf0e92ed2a31c3f8edefff9429a5157377e396790d089e0bb7048ed4e05020,PNG,512,512,"BAGAN, MYANMAR - CIRCA DECEMBER 2017: Monks inside a temple reading a book around candelights on a temple in Bagan",,,0
01362,validation-00001-of-00005.parquet,362,5e46e910fe6062c4961fe34e896748fd9ab6f17cc40036f7d209027de97a4329,PNG,512,512,The Witcher fan art by SANTA FUNG,,,0
01363,validation-00001-of-00005.parquet,363,0a91586bbb6044de9033d921eee254a7e47c177229da05fcea8e3d40218386f3,PNG,512,512,afghan girl famous photographer steve mccurry,,,0
01364,validation-00001-of-00005.parquet,364,495b3edd50981c6bedb7a90229716c2136273b6f746daf13379946a4b201476f,PNG,512,512,Giovanni Bellini - Portrait of a Humanist,,,0
01365,validation-00001-of-00005.parquet,365,54e27cc2fcb8d0fa757d8d4609a843e87a9a234707baf9d51eb253eebece045b,PNG,512,512,Watch Alexis Ren Sexy Topless - 27 Photos video,,,0
01366,validation-00001-of-00005.parquet,366,9c1d20b84d0350a6bdb849c49f3f947f52feaaa3d8e88ce768e0afeb7263f1fa,PNG,512,512,Popular Wallpaper High Quality Tiger - Baby-Tiger-Pictures-Wallpapers-016  Image_964926.jpg,,,0
01367,validation-00001-of-00005.parquet,367,8734203bd0328b20f6d2c64603a1642f8479996672f0eb05b2e878775638f1aa,PNG,512,512,Abbey Lee Kershaw by Lachlan Bailey for Vogue China May 2012,,,0
01368,validation-00001-of-00005.parquet,368,85c6fcbe2d3fd333d15ac5aecf48e2b668b00345a0e7ef3d919cd35d3179e7f3,PNG,512,512,Arizona Painting - Desert In Bloom by Johnathan Harris,,,0
01369,validation-00001-of-00005.parquet,369,7352b544b8bd0a329a09bfbca0481dc6629e1dff17657b3c50775e2f92a7bb58,PNG,512,512,"""""""Painter when painting a portrait of a lute player"""" by Marguerite Gérard""",,,0
01370,validation-00001-of-00005.parquet,370,821319ac44c80bf36355d8c4fcf9e78fe515fe461afc2241e86f7ebe44e7542f,PNG,512,512,Edo Silk Lined Headwrap,,,0
01371,validation-00001-of-00005.parquet,371,5548ec743b4112701fb6c106c513cf08c7e815b4007429fc27a3997295ac9abf,PNG,512,512,Nigerian Bobsled Team Returns From The 2018 Winter Olympics | Eko Pearl Towers,,,0
01372,validation-00001-of-00005.parquet,372,5cef0132e7c67d6c69a7e221f6cdd0540e919d3df3db1cd809d795a3a5795d17,PNG,512,512,"87441 download wallpaper Nature, Norway, Bay, Ford, Pier, Wharf, Hdr, Mountains screensavers and pictures for free",,,0
01373,validation-00001-of-00005.parquet,373,e7c8662701f4a0db351403aad9e6d047825d52ca9f28e37e5fbc55c95094784f,PNG,512,512,(SLAVERY-AND-ABOLITION)-PHOTOGRAPHY-Civil-War-period-carte-d,,,0
01374,validation-00001-of-00005.parquet,374,35d13d6d3e968eff8db3e290822a4e86603eaaffba4717cf1509a128fda3a209,PNG,512,512,"Edward Noott RBSA, The Boat House Central Park",,,0
01375,validation-00001-of-00005.parquet,375,d6300eb5d7c889ab365fc8fe0a260aa2a67146afbbabcf8c1079518800cbf7d9,PNG,512,512,"Oregon landscape painting in bold colors, by Erin Hanson",,,0
01376,validation-00001-of-00005.parquet,376,cbf21332a19f017c2cb8aac9f4844297922cb3965cfd6364943f3b93a12ba218,PNG,512,512,Pencil Drawing Hd,,,0
01377,validation-00001-of-00005.parquet,377,e2d5ff86d9bcfec66554d0d86675f98fe6197b06a878e8ac52625b1367bbdfe3,PNG,512,512,Summer Day :: Emilio Sanchez Perrier - River landscapes ôîòî,,,0
01378,validation-00001-of-00005.parquet,378,d068a932f27a7da0dc4fccbd8862c79ebd152b0b4853ef16fa5fae99bdb79199,PNG,512,512,Gul Ahmed Festive Jewelled Collection 2018 – Light Pink 3 Pc Embroidered FE-152,,,0
01379,validation-00001-of-00005.parquet,379,3613589734f576f9944dfb1cf7e23ffab951ea66489d9cd72283c4fbbc87da82,PNG,512,512,"Franz Nolken, Self Portrait, Portraits of Painters, Fine arts, Portraits of painters blog, Paintings of Franz Nolken, Painter Franz Nolken",,,0
01380,validation-00001-of-00005.parquet,380,0cf26efd16951fd697059ded0aa889e12e2b1976c5f83d432f37789baa40ffa6,PNG,512,512,Three well-dressed cavemen in a bar with a woman facing away,,,0
01381,validation-00001-of-00005.parquet,381,d2238ee05d458e7d8743891899a1ca8ccf6f664c88c8debcf16d548c18f92b77,PNG,512,512,Judith Mehr: Ruth Gleaning in the Fields,,,1
01382,validation-00001-of-00005.parquet,382,64ea502491a15ce7163e3ca30b019ce08672959bf791ed5ea2e14757683d4748,PNG,512,512,A pair of Louis Philippe gilt chairs,,,0
01383,validation-00001-of-00005.parquet,383,b438025380064aa5949666150ecbee3e667b479a9de182b865248728b7b4aca2,PNG,512,512,"自动售货机, 1927 通过 Edward Hopper (1931-1967, United States) | 手工畫 | WahooArt.com",,,0
01384,validation-00001-of-00005.parquet,384,0735a4bc297b421e135077f0ddf05b861ad0be6dd3906245c3bf6600e8b84df3,PNG,512,512,The Division 2 Dark Zone Concept Art Forums In 2019,,,1
01385,validation-00001-of-00005.parquet,385,649c83afadf08bacda89a718a0a48b143bad7f3a4541e47585af6781a133a372,PNG,512,512,219 tynedale teesdale high force,,,0
01386,validation-00001-of-00005.parquet,386,aa3791cc4c7d4815bc6dc4eec5aef3bdcff82b7b74e38babc62165e4effe4c9f,PNG,512,512,One last look at Château Cheverny.,,,1
01387,validation-00001-of-00005.parquet,387,01c58a8e1535d0e10cc493a44d6f89dd6f4eea5b7d06eb44948f668d26e0ca0a,PNG,512,512,"In Christchurch, New Zealand, 10 massive optical illusion-inducing mixed-media art pieces by Mike Hewson pay homage to the former Christchurch Normal School which opened in 1876.    The building, completely renovated for apartment and retail use in 1981 and renamed Cranmer Courts, was damaged badly in the February 2012 magnitude 6.3 earthquake and it is now destined for demolition.",,,1
01388,validation-00001-of-00005.parquet,388,fbc8337042aa2c44bd470c3fad2f3a79f6ea328930b6e74ab96735a563878bc3,PNG,512,512,Old Bookstore by ariverkao,,,0
01389,validation-00001-of-00005.parquet,389,f8086d69375fba4661eb6635b7dc79fbd2f0e5257ef8f66eef3b3c4aa3259799,PNG,512,512,"Old Melbourne Gaol, VIC",,,0
01390,validation-00001-of-00005.parquet,390,6b6c2035deb43b9b088709cb97786695016bc37431e892bd198e1b525133dc29,PNG,512,512,Snow in Amsterdam,,,0
01391,validation-00001-of-00005.parquet,391,95b91d6667e7cea152a37a1c19824a6fbbe40ae0f7ee55e98b2d5abd74e20748,PNG,512,512,This image may contain Hilary Swank Clothing Apparel Sleeve Long Sleeve Human Person Footwear and Shoe,,,1
01392,validation-00001-of-00005.parquet,392,f5f7e50a666c1a2f8d0dbc6f0b38c7f2f08ddf7129a375f46d03c15807eefbdf,PNG,512,512,Breakfast with @henrik_wessel and @chanicemakeupart #menschfotograf #professionalphotographer #sedcardshooting #compcard #morningtea #croissants #breakfastlover #lumberjack #checkered #blondeboy #marmelade #smilingface #blueeyed #beardmodel #tattooedmen #,,,0
01393,validation-00001-of-00005.parquet,393,e04dc67de552072b4fb7b70cce093dc549ba820b66119b1465572eaace70a73e,PNG,512,512,"""Oil painting by Liz Gridley. """"After Anguish, Release"""" [Oil on Aluminium, 123 cm x 93cm]""",,,0
01394,validation-00001-of-00005.parquet,394,6c1c40a5a035f97632f9954eb73b45d55b753d7d64abea6c2547fec56e86b31e,PNG,512,512,Pin By June Minaker On Most Beautiful Ever Marilyn Monroe Hair Vintage Hairstyles Hairstyle,,,0
01395,validation-00001-of-00005.parquet,395,a74ea4b28d5709c5b8949bca5b33b87f20ac63762cb85c5feb01e46f5ebbf310,PNG,512,512,Enchanted Forest Background Stock Footage Video 8161654 | Shutterstock,,,0
01396,validation-00001-of-00005.parquet,396,a5f4ad3b37adf258285da2be9e9f188866bdb576393efd6a4b3b9a30d01d43d1,PNG,512,512,Stick To Our Pinterest Facebook Instagram For Further Anime Frequently Search For Animegoodys Animeguys Ani Anime Drawings Boy Hd Anime Wallpapers Anime Boy,,,0
01397,validation-00001-of-00005.parquet,397,37d554c7e124292be62f5b12b52f4d40ceb80b3303ab97fbb57d400284dbbaba,PNG,512,512,The Digital Posters Show Disney Princesses in Modern World - Mulan,,,0
01398,validation-00001-of-00005.parquet,398,c61bb38d020c81c97650e79feffc8199cccae24ce9982dee522e83c4b40e65e7,PNG,512,512,Dream Hare Greeting Card,,,0
01399,validation-00001-of-00005.parquet,399,bce5979cb6bcf262d2640651fbb15297263883ff4973c0df9dbb56b74b244c7c,PNG,512,512,"Young California sea lions playing underwater, Coronados Islands, Baja California, Mexico, Zalophus californianus, Coronado Islands (Islas Coronado)",,,0
01400,validation-00001-of-00005.parquet,400,76e82ef3861fda813a51a62a72f84bcaf634daea9ee37091ba0dae2159bbd8a2,PNG,512,512,Ivy eyes by Gansforever Osman - Babies & Children Child Portraits,,,0
01401,validation-00001-of-00005.parquet,401,abb20988c2f2a70df5b0d52a735c13315e37b517deb337488d13da81927367d8,PNG,512,512,Drawn insect realistic Realistic on this Find [,,47,1
01402,validation-00001-of-00005.parquet,402,546d774b7f6210c04d665779d96a4e64ae03bf903b134d6112fcd4f67e9ba916,PNG,512,512,"1974, Paris, for Stern, shoe and Eiffel Tower",,,0
01403,validation-00001-of-00005.parquet,403,d54e983997749c95db1c5b1817dc706f9b660c21c4539b6bfd313c7198096133,PNG,512,512,grace kelly movies,,,0
01404,validation-00001-of-00005.parquet,404,e0b88540e2c05a7939ab629cde91f1b7208ccd05bd8a04f42188b0a3997cfb7c,PNG,512,512,"Postello, Mill and Landscape, Oil on Canvas - 7",,,0
01405,validation-00001-of-00005.parquet,405,14379506cdb42da3fb5d2f37e4f5b8a1f4934a7dfac515af33c461bce9006e91,PNG,512,512,The Eager Suitor   Henri Lucien Doucet   Oil Painting,,,0
01406,validation-00001-of-00005.parquet,406,99cf8c570b877e0798a9dc448ebda9970d91f149e56f26016f29ae3bb4c9efd8,PNG,512,512,Image result for altered carbon head in the cloud,,,0
01407,validation-00001-of-00005.parquet,407,7ccdf41b1559fc7d5633f092fdffcfcc0d1e23ec89e5043e59b7c90feaa1d4f1,PNG,512,512,Trunkwell_House_Wedding_Photographer_Reading_Berkshire_042.jpg,,,0
01408,validation-00001-of-00005.parquet,408,122176f9338b7ba459d07643170281523e304e6c15f48cc2cfdebdc4059d5a67,PNG,512,512,"GRAND ISLAND EAST CHANNEL LIGHT HOUSE, MICHIGAN, USA IN AUTUMN",,,1
01409,validation-00001-of-00005.parquet,409,0c046abc31ccd0e48a9a1e287ec704454ad31c9608d07d854f2726b45a8d78fb,PNG,512,512,"Polling Up River by Ogden Pleissner, Watercolor",,,0
01410,validation-00001-of-00005.parquet,410,85cc7246a97c9f3d0a89908a5bf069fcaf40d38fbc01a5211d11e7c9377cbb69,PNG,512,512,"Emperor Shōwa, reigning from December 25, 1926, until his death on January 7, 1989. He was the head of state under the limitation of the Constitution of the Empire of Japan during Japan's imperial expansion, militarization, and involvement in World War II. After surrender, The Emperor was not put on trial, but he was forced to explicitly reject, the State Shinto claim that the Emperor of Japan was an arahitogami, i.e., an incarnate divinity.",,,1
01411,validation-00001-of-00005.parquet,411,f09825730af611a7a8fa8b25cfbadf20226c9787fb15dd199407e5f57777fc85,PNG,512,512,jungle book studies ken anderson concept art and books,,,0
01412,validation-00001-of-00005.parquet,412,f8f65c0f6038d2bd2b34247a8b632495c0e784803e8a820ff6b7f1e72e4b467e,PNG,512,512,Nick & Simon met Esther Hammink |Valk Magazine ©nopointstudio's| Make-up en haar @Chris Janssen,,,0
01413,validation-00001-of-00005.parquet,413,27d49a250609434240caeab4759f96cc45eff729f326dffe6403dd44b24c955e,PNG,512,512,delightfull diana floor lamp of The Color red article,,,0
01414,validation-00001-of-00005.parquet,414,7d2af56da041e0b73ed1db2bc4cb29d5f0f9ed0c4e367ec96b241e1f453e36a0,PNG,512,512,acrylic painting wooded waterfall,,,0
01415,validation-00001-of-00005.parquet,415,3c75dedc6e2ab5fc057b0ba16df05cfd7dedddba0a13d821cf9d3fca2c7561ea,PNG,512,512,Exklusiva konstfoton The Busker and the Boy,,,0
01416,validation-00001-of-00005.parquet,416,d95a42cb01844533a0ee142c10125d509658ad84dac22a25affe66c9338a40e8,PNG,512,512,"Load image into Gallery viewer, Limited Edition - The Sassenach Blended Scotch Whisky",,,0
01417,validation-00001-of-00005.parquet,417,61ed8bf9191a58d7ff36e5417f2b56fcd53f83c897116969c7a13f15ddaf4296,PNG,512,512,Photograph the old goatshed by Torkil Storli on 500px,,,0
01418,validation-00001-of-00005.parquet,418,bfecf2d214a567fa2091fa568ba1a9960606f2f3c63e3235bc4963366360a9b6,PNG,512,512,A winter scene at the Grand Canyon. From the South Rim near Grandeur Point.,,,0
01419,validation-00001-of-00005.parquet,419,ea857020a3c0766bc15ed560ee255a5ae2cc797cb75aeb739e73775fdc327ce4,PNG,512,512,A great view of Mount Assiniboine and Sunburst Peak from the shoreline of Cerulean Lake.,,,0
01420,validation-00001-of-00005.parquet,420,b4a78008663aea5b8733a74287beb8e9e353aa61cecb3d63e419570ec6a89195,PNG,512,512,I'll be there for you by m-eralp,,,0
01421,validation-00001-of-00005.parquet,421,729aa8726cfd6d41c8a38b0bc28b47043bff402a61b02eee66d905138be809f6,PNG,512,512,"Odaiba Statue of Liberty with rainbow bridge and Tokyo tower in evening. Landmarks of Tokyo, Japan royalty free stock photos",,,0
01422,validation-00001-of-00005.parquet,422,2d7c592ebe3217472b8cb0fd4449360d569b486893c3ed29ede398467cd98ff8,PNG,512,512,The Villainess,,,0
01423,validation-00001-of-00005.parquet,423,233b90ccd376df2a9ca51800278249d20be7ffaa6b64e85ed9c453e56f5c3c22,PNG,512,512,Daniel Ridgway Knight Young Girl by a Stream,,,0
01424,validation-00001-of-00005.parquet,424,2a9c396cf573b32267c8cf0bb719127a33f9ee527699f148d047303f98beea8e,PNG,512,512,Painting of Stephen Fry sitting in blue sweater and jeans using an ipad with vermeer's painting of the maid receiving a letter in the background which features an aristocratic women in a yellow ermine robe seated at a table receiveing a letter from her maid dressed in a brown smock,,,0
01425,validation-00001-of-00005.parquet,425,2692b01fcc69bfb7a025730ff1dd92a7f4f8fbc68b74e5d43b42d873e5463a19,PNG,512,512,"Portrait with Red Flowers, 2020, by Nicolas Party, at Hauser & Wirth",,,0
01426,validation-00001-of-00005.parquet,426,f0db2ced595e8f5868ca781dacff1e62393e5853bf7c958618c3641cc6f3cf1f,PNG,512,512,Portrait of Jorg Fugger. Giovanni Bellini,,,0
01427,validation-00001-of-00005.parquet,427,40570ee8e0115aae722816a96e48d32a76c8e71eb19802af91c5e5723bffe5c0,PNG,512,512,Gabor Synthetic Lace Front Wig Perfection,,,0
01428,validation-00001-of-00005.parquet,428,ac2de6598f261af1d463bfe892b2e58a236522855dd487377c4dc469b534fc09,PNG,512,512,Ballerina Misty Copeland Shows Her Body Toning Moves #ballet #exercise #tone,,,0
01429,validation-00001-of-00005.parquet,429,45e8d7d0ba9608b23afb21f1f8c5d34767d0a38ea926f26585454553eb5cb037,PNG,512,512,Jay Birmingham captured a blanket of mist whirling around Winnats Pass in the Peak District,,,0
01430,validation-00001-of-00005.parquet,430,992ef87ec91bbca2f670e892e12daa88f6bb1dcb099469db130f27b85273803f,PNG,512,512,"""Jessica Alba modeling her """"Fresh"""" look. Photo: Honest Beauty""",,,0
01431,validation-00001-of-00005.parquet,431,c183c6b81378b54b9931e89ff02bd05cc2651fe4b45688b60dc1b98f159d219b,PNG,512,512,Vast Green Fields Wallpaper,,,0
01432,validation-00001-of-00005.parquet,432,22d280b852971e42a435ff1fbc0edf0fb66b2769e27be34180d15ed83717e6b4,PNG,512,512,Jean Harlow Background,,,0
01433,validation-00001-of-00005.parquet,433,bbba7cbb6bb9778eed8ebb7d5a33ad5b67d1f2fc833f4f40fbe0ed66b978e207,PNG,512,512,@goldsugardemonkin @one-punchman Saitama-Genos-and-Sonic,,,0
01434,validation-00001-of-00005.parquet,434,d0344a52c3bc2da2f3161af40abfd89fd037423fd991fa045f9ad90277e55df3,PNG,512,512,AowVN.org minz%2B%252810%2529 - [ Cosplay ] Nero - Saber anime Fate by Xia Mei Jiang tuyệt đẹp | AowVN Wallpapers,,,0
01435,validation-00001-of-00005.parquet,435,0f2467216118ef3fe65e54db09dcde52920957db91d7e6a74454bf2c74e5c0d1,PNG,512,512,Title: The Watercarrier  Artist: Eugene de Blaas  Country of Origin: Austria  Date of Creation: 1908 AD,,,0
