sample_id,source_file,source_row,sha256,ade_id,width,height,crop_box,caption,blocked,split
02694,train-00003-of-00023.parquet,57,200d989ba460bc75647eff2b1d3642150305f360d977541861b743b9af6c830a,ADE_train_00002695,224,300,"0,87,512,599","This is a bathroom with a toilet, sink, and shower",0,train
02695,train-00003-of-00023.parquet,58,c93f833b4e333dba1c96c31b8305b70f2e699eb5b805e790e2890010fb4fa261,ADE_train_00002696,256,256,"0,0,512,512","A bathroom with a toilet, sink, and shower",0,val
02696,train-00003-of-00023.parquet,59,0ece6b17167a2466ef9a38b1c0d374803165fcc9d3d3582600945fc071fc8ed1,ADE_train_00002697,256,256,"0,0,512,512",This is a luxurious bathroom with a large bathtub and a window overlooking a beautiful view,0,train
02697,train-00003-of-00023.parquet,60,f4d8aff46785a53acfbe47f176c7d8c71366603f0df103ef2cc99baa48ff5ca6,ADE_train_00002698,700,468,"127,0,639,512",This is a bathroom with two sinks and a shower,0,train
02698,train-00003-of-00023.parquet,61,89d91900f80a1c7b3a330c6cd029fcad1460f6a808da717ce587ae66137e76b2,ADE_train_00002699,640,480,"85,0,597,512","A bathroom with a white bathtub, a white toilet, and a white sink",0,train
02699,train-00003-of-00023.parquet,62,2ece4734f93e3b913d4a807078389c442423bffbf93b6409eda14598d98ea1da,ADE_train_00002700,683,512,"85,0,597,512","A bathroom with a walk-in shower, two sinks, and a toilet",0,train
02700,train-00003-of-00023.parquet,63,0f158b24c42137c3edc99189c2fcec4f08446e5e1cc72b5e4e444917d44f4c9d,ADE_train_00002701,512,683,"0,85,512,597",This image is a bathroom with a large glass shower enclosure and a white tiled floor,0,train
02701,train-00003-of-00023.parquet,64,2ec45ddda71f4670ae7d2f8c68ceeb716336a70506b2adb249a99d81d35797c8,ADE_train_00002702,427,640,"0,127,512,639",A bathroom with two sinks and a large mirror above them,0,train
02702,train-00003-of-00023.parquet,65,66668f0ae55dd4cb20b58a73d0e1dfb44a56c29e11d7f8f2608b4d5c611255b6,ADE_train_00002703,315,461,"0,118,512,630",This is a bathroom with a white vanity and a large mirror,0,train
02703,train-00003-of-00023.parquet,66,f6035a0e246b50426330d82fe9106de4f3e1f2e58396d3bad725a0a594970933,ADE_train_00002704,512,768,"0,128,512,640","A bathroom with a white sink, a toilet, and a shower curtain with yellow and white stripes",0,train
02704,train-00003-of-00023.parquet,67,73fcd84e742d266402dcfb3ed44ba7b76bd87c2d425c1fde602234c798f13bed,ADE_train_00002705,350,233,"128,0,640,512",This is a bathroom with a large bathtub and a window with a view of the outdoors,0,train
02705,train-00003-of-00023.parquet,68,6632fe55e8d7900ba8c7f9dff7d0b267d137b33f2467bb167732e05bdf93859f,ADE_train_00002706,512,683,"0,85,512,597",A bathroom with a white toilet and a black and white checkered floor,0,train
02706,train-00003-of-00023.parquet,69,68f139c9af1042b7af4182b9cf466feade27c87a3d274630eeebddbee78d50c2,ADE_train_00002707,512,768,"0,128,512,640","A bathroom with a white toilet, a blue and white striped shower curtain, and a blue and white striped towel hanging on the rack",0,train
02707,train-00003-of-00023.parquet,70,8bdfdd57f2c2e81eb73f80769f3ea7fcfc04a7076199c9c678b42bcdecf0bc3c,ADE_train_00002708,683,512,"85,0,597,512","This is a bathroom with a large bathtub, a shower, and a sink",0,val
02708,train-00003-of-00023.parquet,71,3e8b7d59e681ff0901d19c8230766594cbeffdf7852f47a1ae87f7a246357467,ADE_train_00002709,768,512,"128,0,640,512",A large bathtub in a bathroom with a stone wall and a large window,0,train
02709,train-00003-of-00023.parquet,72,14b212d2aaad7767fb97ecf97606ec574e2a1523da3b1e9ec11bc43a6b0dd37d,ADE_train_00002710,512,683,"0,85,512,597","A bathroom with a shower, toilet, and sink",0,train
02710,train-00003-of-00023.parquet,73,d7593838b6cde621e51afd72adaf53e23a7c041cd66e52f17bb341014241a459,ADE_train_00002711,512,683,"0,85,512,597","A white bathroom with a sink, toilet, and a window",0,train
02711,train-00003-of-00023.parquet,74,26d66102e5cf7de3a1ae1526b5f1109a19fa2c5b8e0565ca42baf7dcfdaaa9d6,ADE_train_00002712,683,512,"85,0,597,512",A bathroom with two sinks on a countertop and a large mirror above it,0,train
02712,train-00003-of-00023.parquet,75,1f3caec928991a1275094f84aedd1fbb8a032dd0ac51c3c2cc95efe99fa4af33,ADE_train_00002713,300,400,"0,85,512,597","This is a bathroom with a walk-in shower, a sink, and a toilet",0,train
02713,train-00003-of-00023.parquet,76,d335eac5b37b3292b75ca5b0dc622bc0bcab03ac54f7732e330fd8e64a56f1ab,ADE_train_00002714,384,512,"0,85,512,597","This is a bathroom with a white toilet, sink, and bathtub",0,train
02714,train-00003-of-00023.parquet,77,ed6d77435d7696787b1ebeab6a5939e9928a288ea36376f9274560ff25cce04c,ADE_train_00002715,765,512,"126,0,638,512","This is a bathroom with a large bathtub, two sinks, and a large window with a view of the outdoors",0,train
02715,train-00003-of-00023.parquet,78,41f751e1950db7792b8b06c19a5ef9bc9727e43898577fcdd73712595cd0850f,ADE_train_00002716,512,683,"0,85,512,597",This image is a bathroom with a white toilet and two towel racks on the wall,0,train
02716,train-00003-of-00023.parquet,79,49e02e9b996fd5ce7adb2ea5c09bea88e39232adfa6a3bdc4bc4b1af86d5ae5e,ADE_train_00002717,683,512,"85,0,597,512","A bathroom with two sinks, a bathtub, and a large mirror on the wall",0,train
02717,train-00003-of-00023.parquet,80,b4cf6ba1a5f670933609abbe2585f04d843fe8772c0525655d5df0a904d73b20,ADE_train_00002718,512,683,"0,85,512,597","A bathroom with a white bathtub, a toilet, and a window with a view of a green landscape outside",0,train
02718,train-00003-of-00023.parquet,81,a4085cefabddd48fe7083ba5887371d7a919a174b37e130e9a19a7a23f9d29f8,ADE_train_00002719,533,400,"85,0,597,512","A bathroom with a bathtub, a showerhead, and a towel hanging from the rail",0,train
02719,train-00003-of-00023.parquet,82,5870364c7f9685025e32f380ec8c1fafde9f9610deec0a0d55d7393d47fb8a89,ADE_train_00002720,225,300,"0,85,512,597","A bathroom with a toilet, sink, and shower",0,train
02720,train-00003-of-00023.parquet,83,0c9e2583800d7e90b6b435ec7f51bf5ff5eb28c2f4c1db447fcd9319a18494be,ADE_train_00002721,768,512,"128,0,640,512","This is a bathroom with a toilet, sink, and bathtub",0,train
02721,train-00003-of-00023.parquet,84,a4a83b1bf7d457c5ac6a1c9375e947425d6c413ad2bcaf34ccd71bc681309b60,ADE_train_00002722,221,338,"0,135,512,647",This is a bathroom with blue tiled walls and a white sink,0,train
02722,train-00003-of-00023.parquet,85,2c9db9a7c7e84b1eb18096b8ead98fbe075d641d9094588921333387be22699d,ADE_train_00002723,512,683,"0,85,512,597","A bathroom with a white toilet, a brown sink, and a white shower curtain",0,train
02723,train-00003-of-00023.parquet,86,894e41892f9074ecaca1c8e0d3585b61edb977c32086bc5b8277ab64804a2307,ADE_train_00002724,256,256,"0,0,512,512","This is a bathroom with a bathtub, sink, and toilet",0,train
02724,train-00003-of-00023.parquet,87,930067ca53e015072c9682d56caf75170af88c986793ac41461f95b2e8034d1b,ADE_train_00002725,768,512,"128,0,640,512","A bathroom with a large bathtub, a sink, and a window with a view of the outdoors",0,train
02725,train-00003-of-00023.parquet,88,ac59f420a2a8a67fa33fcfa216214912bcfb350599af0d0bd92c349eb0da9f48,ADE_train_00002726,500,373,"87,0,599,512","A bathroom with a large bathtub in the center, surrounded by stone walls and a stone floor",0,train
02726,train-00003-of-00023.parquet,89,71b77976eb9fa68856958792b9629e48aa37cdb1397a9e9c1500e154b9738b30,ADE_train_00002727,683,512,"85,0,597,512",A bathroom with a large wooden beams in the ceiling and a large bathtub in the center of the room,0,train
02727,train-00003-of-00023.parquet,90,6b04f6e82a0b492039ecd86ec1a4c8133407873bc9175db1d3491aeef07518d2,ADE_train_00002728,452,300,"129,0,641,512","A bathroom with a white sink, a toilet, and a shower",0,train
02728,train-00003-of-00023.parquet,91,e7bfce014583d01ba43e5f22c2fc84e540defc33a8176d34936e6ac59bc6e663,ADE_train_00002729,683,512,"85,0,597,512",A bathroom with two sinks on a countertop made of beige tiles,0,train
02729,train-00003-of-00023.parquet,92,3cb3f3dc3f6a81bb5e7943e74f45d51731e24d73f1e2efea16a3e670451ddeb5,ADE_train_00002730,256,256,"0,0,512,512","This is a bathroom with a white toilet, a wooden vanity, and a large mirror hanging above the sink",0,train
02730,train-00003-of-00023.parquet,93,c31ba797c112d6979c6216e4c3e4e458dec373af30e2709870b1de0ccbafd56e,ADE_train_00002731,229,229,"0,0,512,512","This is a bathroom with a white tiled floor, a white toilet, a white sink, and a white shower",0,train
02731,train-00003-of-00023.parquet,94,9e587239002a191426be02089399ee9921198ce0cf9339b4f33c4ca195eff31f,ADE_train_00002732,300,244,"59,0,571,512","This is a bathroom with a sink, toilet, and shower",0,train
02732,train-00003-of-00023.parquet,95,eeb2797f5b070e58217fec3ccd235650429086e5fc31c0ad32f0da49072ab63f,ADE_train_00002733,656,512,"72,0,584,512",This is a bathroom with a large bathtub and a walk in shower,0,train
02733,train-00003-of-00023.parquet,96,49f159fa10fb887040347491ab7ff2aa571f0f18de36fd605a3cdfe37e42c9ba,ADE_train_00002734,512,683,"0,85,512,597",This is a bathroom with a black and white tiled floor and a white sink and toilet,0,train
02734,train-00003-of-00023.parquet,97,bda52f37a2e42468f297e6ded6ff306c35ce7c773b2a04a488d7863e7d352ca7,ADE_train_00002735,413,284,"116,0,628,512",This is a bathroom with a large bathtub and two sinks,0,val
02735,train-00003-of-00023.parquet,98,f74ba20f411d71a965355d554932badfc4d057bcc3200e2a4b06200bb8309671,ADE_train_00002736,640,480,"85,0,597,512","This is a bathroom with a sink, toilet, and shower",0,train
02736,train-00003-of-00023.parquet,99,db7475ad0c72690c2b5dba89aed2c299afaab69d8e7d16687d57c91acf6b3d52,ADE_train_00002737,771,512,"129,0,641,512",A bathroom with a green wall and a zebra print rug on the floor,0,train
02737,train-00003-of-00023.parquet,100,b65bbe55487bdb7764890222981b3949c6854b15b7062826ad9ef55139e539d2,ADE_train_00002738,386,400,"0,9,512,521","A bathroom with a white bathtub, a sink, and a window with yellow walls",0,train
02738,train-00003-of-00023.parquet,101,242de0e61b604ce694159e03b8a143dfb426ad10c712e2a74b176bc4bd951e83,ADE_train_00002739,512,765,"0,126,512,638","A bathroom with a washing machine, a sink, and a window with a view of a street",0,train
02739,train-00003-of-00023.parquet,102,43d4b3504359cc8e298c9c97c6b3c38a05552b6c721bb0d955d9ec50a95ac84c,ADE_train_00002740,683,512,"85,0,597,512","This is a bathroom with a toilet, sink, and shower",0,train
02740,train-00003-of-00023.parquet,103,016268475dddcdc512d583df94466d3491201c6777e84ed1ec115462163116a2,ADE_train_00002741,512,771,"0,129,512,641",This is a bathroom with a large bathtub and two sinks,0,train
02741,train-00003-of-00023.parquet,104,42a12ee7ca76703c05baa603930fb7a00cd1d66303b14ceaa81f29db6bf8d060,ADE_train_00002742,1024,1024,"0,0,512,512",A bathtub in a bathroom with a window behind it,0,train
02742,train-00003-of-00023.parquet,105,2c5bbd91214c5776d4d3bde921d1cb75b614b95ff4f4a09ee822b789817676ca,ADE_train_00002743,512,823,"0,155,512,667","This is a bathroom with a white sink, toilet, and shower",0,train
02743,train-00003-of-00023.parquet,106,fcac6c79de6768bf54b664d492b39cf649329551d86f0e10674363f28c0ffe93,ADE_train_00002744,225,300,"0,85,512,597",A bathroom with a blue and white dolphin patterned shower curtain,0,train
02744,train-00003-of-00023.parquet,107,604328cedddcebba517a5053507da1e75b002fac3ec3bc2f93db067b37c6ca88,ADE_train_00002745,683,512,"85,0,597,512",This is a bathroom with a green tiled floor and white walls,0,train
02745,train-00003-of-00023.parquet,108,44448419b1a8c7a8ec4d4facdd049fbf07239a9376f3ff6302c10bf7ecccad24,ADE_train_00002746,616,462,"85,0,597,512","This is a bathroom with a walk-in shower, a bathtub, and a sink",0,train
02746,train-00003-of-00023.parquet,109,f67824f08299dc63eb1d4d00a2efe5324ddbfa901685d8b71660269b3b47ac89,ADE_train_00002747,683,512,"85,0,597,512","This is a bathroom with a bathtub, sink, and shelf",0,train
02747,train-00003-of-00023.parquet,110,65f95520be6fb6a1082dee4ef516d0cff057a20668524e94319d4edffc803055,ADE_train_00002748,280,210,"85,0,597,512",This is a bathroom with two sinks and a large mirror above them,0,train
02748,train-00003-of-00023.parquet,111,798b27ac1bd15773cce548d8d8ae59e6dcd20f74ce5d8e933332846ada34ddf8,ADE_train_00002749,256,256,"0,0,512,512",A bathroom with a blue and yellow striped wall and a white toilet and sink,0,train
02749,train-00003-of-00023.parquet,112,3a2b33e8f7dc4c7f12d8a5575492e60b17eed045c6a2b09a76555302cc38c31b,ADE_train_00002750,350,232,"130,0,642,512","This is a bathroom with a shower, sink, and toilet",0,train
02750,train-00003-of-00023.parquet,113,710f8fbb9ffd425e775046320a16119821b3818036d2bd8e9b408bf92d662b3b,ADE_train_00002751,768,512,"128,0,640,512","This is a bathroom with a white toilet, sink, and shower stall",0,train
02751,train-00003-of-00023.parquet,114,e50645a48e12a3425b00192e1e8a57bd620a29f6b42f03c28e29c3a43da5a860,ADE_train_00002752,256,256,"0,0,512,512","This is a bathroom with a toilet, a shelf, and a shower",0,val
02752,train-00003-of-00023.parquet,115,d41de0c5b3983415d536a7979b5a52493424512d91b5875c7ef39218c75d005d,ADE_train_00002753,683,512,"85,0,597,512","A bathroom with a shower, toilet, and sink",0,train
02753,train-00003-of-00023.parquet,116,f6cd9fb1cce4cef5fc12ee57e0db8fbf5a20349d424b4e46337922c32a6c381e,ADE_train_00002754,512,786,"0,137,512,649","This is a bathroom with white tiles on the walls and floor, a white toilet, a white sink, and a white shower stall",0,train
02754,train-00003-of-00023.parquet,117,70f66146e790122bab09555c796fda2deccca2594aceb013921285ded0b5ba0e,ADE_train_00002755,683,512,"85,0,597,512","A bathroom with a sink, toilet, and a window",0,train
02755,train-00003-of-00023.parquet,118,c2bd81c6cae1ad8252fcdade5819ac9561c24d535721cf82404a80a57c53bee6,ADE_train_00002756,480,640,"0,85,512,597","A bathroom with a wooden vanity, a mirror, and a towel rack",0,train
02756,train-00003-of-00023.parquet,119,da20df087e6566c2987c0e56fae978e216017a6bfc9b2e24d43df86e29adca02,ADE_train_00002757,683,512,"85,0,597,512","A bathroom with a bathtub, toilet, and a glass shower door",0,train
02757,train-00003-of-00023.parquet,120,c9eaeb028bbdb5ba606f8387c2cf85084f14995a264d7078fb889002639ad3a5,ADE_train_00002758,299,300,"0,1,512,513","This is a modern bathroom with a large mirror above the sink, two sinks, and a large window with blue tiles",0,train
02758,train-00003-of-00023.parquet,121,90caea208782aec4c83445efc68d9b493371afe69cbc29bbdd31b7b84824363c,ADE_train_00002759,240,320,"0,85,512,597",This is a bathroom with pink walls and a white sink,0,train
02759,train-00003-of-00023.parquet,122,2834b901e838694cfc05b2484e430939441d72b19331be79968b82a0c3002e22,ADE_train_00002760,768,512,"128,0,640,512","This is a bathroom with a white toilet, sink, and shower",0,train
02760,train-00003-of-00023.parquet,123,f3493bc2a2ac58f8efbeb4d5fd5577ce4899a32f3e947615f90939874a7816d3,ADE_train_00002761,350,278,"66,0,578,512","A luxurious bathroom with white walls, a large mirror, and a chandelier hanging from the ceiling",0,train
02761,train-00003-of-00023.parquet,124,d979d84bf1bf24c98fc27000179be16bc40beacb4b7e0722595de08109915b2a,ADE_train_00002762,681,512,"84,0,596,512","A large, luxurious bathroom with two sinks and two mirrors",0,train
02762,train-00003-of-00023.parquet,125,4f414d1a964278896c22df32e8be98f519b523aa21cd507b5ac05dd57d18984c,ADE_train_00002763,512,770,"0,129,512,641","A bathroom with a toilet, sink, and shower",0,train
02763,train-00003-of-00023.parquet,126,19295fee26053f78ea9615b388fc7804498be8dac5dddccbe47cb017c23adfa4,ADE_train_00002764,256,256,"0,0,512,512","This is a bathroom with a white toilet, sink, and mirror",0,train
02764,train-00003-of-00023.parquet,127,aa23a98cdcce66a0eb9671c08fd4079e9be1581d584098b39bdfe4787b7a3c8b,ADE_train_00002765,765,512,"126,0,638,512","A bathroom with a sink, toilet, and a window",0,train
02765,train-00003-of-00023.parquet,128,806a90f868701a32ae3ef18d5e5dce899d60652bbd0c715554ded01a8a7306a1,ADE_train_00002766,683,512,"85,0,597,512","A small, rustic bathroom with a wooden wall and a wooden floor",0,train
02766,train-00003-of-00023.parquet,129,60f92dae73f96c3ccb68662e4027f0f4b3ded6bc3f9f5e803d520a5f9815616c,ADE_train_00002767,768,512,"128,0,640,512","This is a bathroom with white walls, a large mirror, and a tub",0,train
02767,train-00003-of-00023.parquet,130,3a4d301c52a410e87edc6aed3c0ab627692dc8fee47a8f6ad1a59549a09bed7a,ADE_train_00002768,345,350,"0,3,512,515","This is a bathroom with wooden walls and a white sink on the left, a mirror on the right, and a wooden chair in the corner",0,train
02768,train-00003-of-00023.parquet,131,72e8f9a6678d2df05a2f97b3fae77e6405e269bbf6eb81ec6330b2123833587f,ADE_train_00002769,240,320,"0,85,512,597",This is a bathroom with wooden walls and a white toilet,0,train
02769,train-00003-of-00023.parquet,132,36ef713242d6e9f1ba683c13099dd766ad5c6d973bc71ab050aaf52eec3216ce,ADE_train_00002770,512,683,"0,85,512,597",This image is a white toilet bowl with a striped wallpaper in the background,0,train
02770,train-00003-of-00023.parquet,133,9bca617609a8e56137cd1bc073bd39ae04dfd3f6de24119ec57d1f15c195c3a8,ADE_train_00002771,256,256,"0,0,512,512",This is a bathroom with a large bathtub and a white sink,0,train
02771,train-00003-of-00023.parquet,134,47b8acba43e42eef730580f040c8020654bba7706d028808f896ac72b101ec8e,ADE_train_00002772,256,256,"0,0,512,512","This image is a bathroom with yellow walls, a black rug, and a large bathtub",0,train
02772,train-00003-of-00023.parquet,135,0dc9671e08872d440d086e360317c8b41ddfd3d13d4041edcc6a6df9bcfa2876,ADE_train_00002773,251,300,"0,50,512,562","A bathroom with a large white bathtub, a white chair, and a window with a view of a garden",0,train
02773,train-00003-of-00023.parquet,136,124548a1e718c852c9d2956e2f0a5b79e7f409f81a526b45d71e78c20a5e81e7,ADE_train_00002774,683,512,"85,0,597,512","A bathroom with a large bathtub, a glass shower door, and a window with a view of the outdoors",0,train
02774,train-00003-of-00023.parquet,137,7983787cc9a571282fb62027cb85e9faf82005f295d7fb9d0be1e4f712e604e4,ADE_train_00002775,455,525,"0,39,512,551","A bathroom with a bathtub, a toilet, and two buckets on the floor",0,train
02775,train-00003-of-00023.parquet,138,76754d971f7b2009a889f9b688c66abaab7cca6717a8d62c710d4a085b9036c1,ADE_train_00002776,212,300,"0,106,512,618","This is a bathroom with a toilet, sink, and shower",0,train
02776,train-00003-of-00023.parquet,139,42f93c0e953752c6e94a017dbcea2dca0fd243c22fa0f733de51b5daff6c795a,ADE_train_00002777,683,512,"85,0,597,512","This is a bathroom with a white bathtub, a red floor, and a window with white curtains",0,train
02777,train-00003-of-00023.parquet,140,9cc284c544053ff1728b97146a39206c3fd54eab2376ee24d390c28660899a2d,ADE_train_00002778,480,640,"0,85,512,597","This is a bathroom with a white toilet, sink, and mirror",0,train
02778,train-00003-of-00023.parquet,141,1cb457080524fc73d18dd6b3003a68ee5a6e4e85e7c265368bb0f538fbc2264b,ADE_train_00002779,300,225,"85,0,597,512","This is a bathroom with a toilet, sink, and shower",0,train
02779,train-00003-of-00023.parquet,142,78c99eee1bc7d85ec47570b97c8b4fd31572cefd7598496ba2fe65889b44eed6,ADE_train_00002780,512,683,"0,85,512,597",A white toilet and sink in a small bathroom with a red curtain hanging from the window,0,train
02780,train-00003-of-00023.parquet,143,59b0a14d0fa71963976c031f715d74c7d370582e8a130273be250d23a95f1b20,ADE_train_00002781,512,683,"0,85,512,597",A white bathtub with brown tiled walls and a chrome shower rail,0,train
02781,train-00003-of-00023.parquet,144,902737a494e4719207e689480512255b15016427b78de675287591d860370f64,ADE_train_00002782,330,440,"0,85,512,597","A bathroom with a white bathtub, a sink, and a shower",0,train
02782,train-00003-of-00023.parquet,145,8aa99fef8fe4951cb0ff8dbfee5b8cd0f5a573432630e0f1c1eeb76de4222d1f,ADE_train_00002783,512,683,"0,85,512,597","This image is a bathroom with a toilet, sink, and shower",0,train
02783,train-00003-of-00023.parquet,146,881246f79f760ccc3e857f9c4444909d609444304a1268a7c0eed9aff56c24a7,ADE_train_00002784,256,256,"0,0,512,512","This is a bathroom with blue tiles on the floor and walls, a white toilet, a blue sink, and a large bathtub",0,train
02784,train-00003-of-00023.parquet,147,b6c2eeea72aabbf9258c5f03dcea883cb4440d896de4aafab4e38a06408436be,ADE_train_00002785,768,512,"128,0,640,512","This is a bathroom with a white bathtub, a sink, and a window with shutters",0,train
02785,train-00003-of-00023.parquet,148,4515b720b8d7a2ef0271cf9cb404ce139b9cd773b1d928ea0db6ff3e43bc2a52,ADE_train_00002786,768,512,"128,0,640,512","This is a bathroom with a green tiled floor, a wooden bathtub, and a wooden vanity with a mirror",0,train
02786,train-00003-of-00023.parquet,149,bad4738aa47317e68ae94b819720f94d16c6ed60afca56f6b25ee11a7fc20587,ADE_train_00002787,350,240,"117,0,629,512","A bathroom with a white bathtub, a sink, and a mirror",0,train
02787,train-00003-of-00023.parquet,150,9585a790c5230bbe4931cbdec85f848d6acac39f9011624696f226848b953631,ADE_train_00002788,512,683,"0,85,512,597","A bathroom with a white bathtub, a sink, and a window with a flower vase on the sill",0,train
02788,train-00003-of-00023.parquet,151,f8e8f2419c2a88530b35e65532f09a2262f474c1b114917e2f0e9b9a4d59109c,ADE_train_00002789,683,512,"85,0,597,512","This image is a bathroom with a toilet, sink, and shower",0,train
02789,train-00003-of-00023.parquet,152,a13c5d96db129065a1d6235dae33959f14c13ce56e21f1e86b23c10ff3226e04,ADE_train_00002790,230,230,"0,0,512,512","This is a bathroom with a large bathtub, a white towel on the floor, and a window with a view of a green field",0,train
02790,train-00003-of-00023.parquet,153,ec3a63056532c1754dd0d01a30bee8d398a759795a5bc7d84d425784f13e2252,ADE_train_00002791,238,358,"0,129,512,641",A bathroom with a white vanity and a blue and white tiled floor,0,train
02791,train-00003-of-00023.parquet,154,91d98a2c427ba12436e3db51cf8c723d072e40f4911d5eda86dbc7622b4f18fc,ADE_train_00002792,256,256,"0,0,512,512","This is a bathroom with a large bathtub, a double sink, and a window with a view of a garden",0,train
02792,train-00003-of-00023.parquet,155,51d9bb8525cea4f387337a7106527faf0f2fc879c04f53f4c93d4bbf22692882,ADE_train_00002793,218,290,"0,84,512,596","A bathroom with a white sink, a white toilet, and a white bathtub",0,train
02793,train-00003-of-00023.parquet,156,a39cdcae1be39314bf12e4ffff95f92871331a0b87121d048bf75b2576d87985,ADE_train_00002794,683,512,"85,0,597,512","A bathroom with a walk-in shower, a sink, and a toilet",0,train
02794,train-00003-of-00023.parquet,157,e8e8843b69d2174c1c554c0bda17d8687c98bc461d36f4aa0de3df482e2e3940,ADE_train_00002795,302,440,"0,117,512,629","A bathroom with a sink, toilet, and shower",0,train
02795,train-00003-of-00023.parquet,158,729044307266232f05eddf3380dd2a01d777229af68356de574af09c30034b0f,ADE_train_00002796,294,296,"0,1,512,513","A bathroom with two sinks, a bathtub, and a mirror",0,train
02796,train-00003-of-00023.parquet,159,3412066a3c8e9da391cfc84d93a5db41641cf10f574ca375576377b1dced578c,ADE_train_00002797,683,512,"85,0,597,512","This is a bathroom with a toilet, sink, and shower",0,train
02797,train-00003-of-00023.parquet,160,ff18181ce8a4e7e008487ea70500ed16bca69506edb828cf25a3a7cc8c821654,ADE_train_00002798,683,512,"85,0,597,512","This is a bathroom with a white tiled floor, a white toilet, a white sink, and a white shower",0,train
02798,train-00003-of-00023.parquet,161,9dc39528b73aebdcdde7644bb6922bedfb11892127bd711794b3b17b8d090879,ADE_train_00002799,683,512,"85,0,597,512",A bathroom with two toilets and a sink,0,train
02799,train-00003-of-00023.parquet,162,028fc4dee866868c4a593894d3794cba7e531195a6aec3c9052b1d8a6a65bb83,ADE_train_00002800,683,512,"85,0,597,512",A white marble countertop with a small sink and a mirror above it,0,train
02800,train-00003-of-00023.parquet,163,689800acf721544ab2dddb7654e3444376d0ac9250496cd5f7136a592ce4e862,ADE_train_00002801,300,225,"85,0,597,512",A bathroom with two sinks and a green rug on the floor,0,train
02801,train-00003-of-00023.parquet,164,281bb74a7da3d794052725536e9eaec7fb61472a127cfb1b87551e98680a0211,ADE_train_00002802,512,683,"0,85,512,597","This is a bathroom with a toilet, sink, and shower",0,train
02802,train-00003-of-00023.parquet,165,d6c1791a385ab2dc4f4dc885aa7d0c59ee9495093d7ea4398addf416da27994e,ADE_train_00002803,300,225,"85,0,597,512","This is a small bathroom with a sink, toilet, and shower",0,train
02803,train-00003-of-00023.parquet,166,23b7388c29a90c7c01531e94065cb06cda7f171ce61d00fd148ab9c22beece8d,ADE_train_00002804,512,683,"0,85,512,597","A modern bathroom with a black and white tiled floor and walls, a white toilet, a black sink, and a blue rug",0,train
02804,train-00003-of-00023.parquet,167,45f5ed4f12054774b8b96de6b2750a04e4356c690843a55c81a045cad43e9b4f,ADE_train_00002805,768,512,"128,0,640,512","A bathroom with two sinks on a countertop, a glass shower enclosure, and a wooden cabinet with a mirror on it",0,val
02805,train-00003-of-00023.parquet,168,e1b99610c722d48ed1ff0d7628f5986c0357df59e7b82ac3df6e9efdbe868de7,ADE_train_00002806,300,202,"124,0,636,512",A bathroom with a blue tiled floor and a white bathtub,0,train
02806,train-00003-of-00023.parquet,169,94c18892690bb66c261e6f09d3075a6a704c66630e3fd8d9879d3462b1aaed0c,ADE_train_00002807,768,512,"128,0,640,512","This is a bathroom with two sinks, a bathtub, and a toilet",0,train
02807,train-00003-of-00023.parquet,170,310cc449101d7be6f6f73902f1044e6e7a2494ed0c1b6f2e14aea68b07af221a,ADE_train_00002808,683,512,"85,0,597,512","A white bathroom with a bathtub, toilet, and a shelf above the toilet",0,train
02808,train-00003-of-00023.parquet,171,f6c6a5124c4b76defaf30e58c31e29feabf6ff9965149d88e60515b9a0b1a44f,ADE_train_00002809,256,256,"0,0,512,512","A bathroom with a large window, a bathtub, and a floral arrangement on the sink",0,train
02809,train-00003-of-00023.parquet,172,0074dc51275ecc72d6da4fa7061f91ea79f8c1030b10a6ff0cfd630f0ec62af3,ADE_train_00002810,512,519,"0,3,512,515",This is a bathroom with a large bathtub and a black and white checkered floor,0,train
02810,train-00003-of-00023.parquet,173,ebe2587dc7cd58734b2a87d1ce62fa8e270f023f6f14ef88dac01aa23550888a,ADE_train_00002811,768,512,"128,0,640,512","This is a modern bathroom with a white toilet, a sink, and a glass shower enclosure",0,train
02811,train-00003-of-00023.parquet,174,a3fbda631e1feddc11973f228c7f3a736b97c394bd86a9db4af3326d78320fcf,ADE_train_00002812,450,600,"0,85,512,597","A bathroom with black and white tiles on the walls and floor, a showerhead above the bathtub, and a toilet in the corner",0,val
02812,train-00003-of-00023.parquet,175,15e2ac09147a2e0da6e8727179e0666364d0d14c7ed0f4b7bc8ac906adc282c9,ADE_train_00002813,1000,1000,"0,0,512,512","This is a bathroom with a large mirror, a sink, a toilet, and a bathtub",0,train
02813,train-00003-of-00023.parquet,176,d9611fc064dfb713edd790209cff465b736f53c9e06d3588fd46d3f6885355a6,ADE_train_00002814,512,683,"0,85,512,597",A white shower curtain hangs from a rod in a white tiled bathroom,0,train
02814,train-00003-of-00023.parquet,177,14454fe4823af1d0a4c48707b41919adc03e05132c3b8d71f8602ac1321dc0e8,ADE_train_00002815,683,512,"85,0,597,512","This is a bathroom with a toilet, sink, and shower",0,train
02815,train-00003-of-00023.parquet,178,e1e36a81984f7591c10a91329d847d9baed481ab5bf7e498caf70068a849ed07,ADE_train_00002816,682,512,"85,0,597,512","This is a bathroom with a black sink, a toilet, and a glass shower stall",0,train
