sample_id,subject,class,live,ref_image,ref_sha256,ref_width,ref_height,n_subject_images,prompt_idx,prompt_template,prompt
00135,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,10,a {0} {1} with a wheat field in the background,a candle with a wheat field in the background
00136,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,11,a {0} {1} with a tree and autumn leaves in the background,a candle with a tree and autumn leaves in the background
00137,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,12,a {0} {1} with the Eiffel Tower in the background,a candle with the Eiffel Tower in the background
00138,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,13,a {0} {1} floating on top of water,a candle floating on top of water
00139,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,14,a {0} {1} floating in an ocean of milk,a candle floating in an ocean of milk
00140,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,15,a {0} {1} on top of green grass with sunflowers around it,a candle on top of green grass with sunflowers around it
00141,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,16,a {0} {1} on top of a mirror,a candle on top of a mirror
00142,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,17,a {0} {1} on top of the sidewalk in a crowded street,a candle on top of the sidewalk in a crowded street
00143,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,18,a {0} {1} on top of a dirt road,a candle on top of a dirt road
00144,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,19,a {0} {1} on top of a white rug,a candle on top of a white rug
00145,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,20,a red {0} {1},a red candle
00146,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,21,a purple {0} {1},a purple candle
00147,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,22,a shiny {0} {1},a shiny candle
00148,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,23,a wet {0} {1},a wet candle
00149,candle,candle,0,00.jpg,13c47512f1d94ec68de0d1571fbd751686bd40bb6a0fa6c381feab37023a2cba,2048,2048,5,24,a cube shaped {0} {1},a cube shaped candle
00150,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,0,a {0} {1} in the jungle,a cat in the jungle
00151,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,1,a {0} {1} in the snow,a cat in the snow
00152,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,2,a {0} {1} on the beach,a cat on the beach
00153,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,3,a {0} {1} on a cobblestone street,a cat on a cobblestone street
00154,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,4,a {0} {1} on top of pink fabric,a cat on top of pink fabric
00155,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,5,a {0} {1} on top of a wooden floor,a cat on top of a wooden floor
00156,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,6,a {0} {1} with a city in the background,a cat with a city in the background
00157,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,7,a {0} {1} with a mountain in the background,a cat with a mountain in the background
00158,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,8,a {0} {1} with a blue house in the background,a cat with a blue house in the background
00159,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,9,a {0} {1} on top of a purple rug in a forest,a cat on top of a purple rug in a forest
00160,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,10,a {0} {1} wearing a red hat,a cat wearing a red hat
00161,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,11,a {0} {1} wearing a santa hat,a cat wearing a santa hat
00162,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,12,a {0} {1} wearing a rainbow scarf,a cat wearing a rainbow scarf
00163,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,13,a {0} {1} wearing a black top hat and a monocle,a cat wearing a black top hat and a monocle
00164,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,14,a {0} {1} in a chef outfit,a cat in a chef outfit
00165,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,15,a {0} {1} in a firefighter outfit,a cat in a firefighter outfit
00166,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,16,a {0} {1} in a police outfit,a cat in a police outfit
00167,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,17,a {0} {1} wearing pink glasses,a cat wearing pink glasses
00168,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,18,a {0} {1} wearing a yellow shirt,a cat wearing a yellow shirt
00169,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,19,a {0} {1} in a purple wizard outfit,a cat in a purple wizard outfit
00170,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,20,a red {0} {1},a red cat
00171,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,21,a purple {0} {1},a purple cat
00172,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,22,a shiny {0} {1},a shiny cat
00173,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,23,a wet {0} {1},a wet cat
00174,cat,cat,1,00.jpg,811beba5bfffc66533e097b9b8aa2fad3b78f410334a258ba0d2c8de900c9af7,1282,1282,5,24,a cube shaped {0} {1},a cube shaped cat
00175,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,0,a {0} {1} in the jungle,a cat in the jungle
00176,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,1,a {0} {1} in the snow,a cat in the snow
00177,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,2,a {0} {1} on the beach,a cat on the beach
00178,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,3,a {0} {1} on a cobblestone street,a cat on a cobblestone street
00179,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,4,a {0} {1} on top of pink fabric,a cat on top of pink fabric
00180,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,5,a {0} {1} on top of a wooden floor,a cat on top of a wooden floor
00181,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,6,a {0} {1} with a city in the background,a cat with a city in the background
00182,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,7,a {0} {1} with a mountain in the background,a cat with a mountain in the background
00183,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,8,a {0} {1} with a blue house in the background,a cat with a blue house in the background
00184,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,9,a {0} {1} on top of a purple rug in a forest,a cat on top of a purple rug in a forest
00185,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,10,a {0} {1} wearing a red hat,a cat wearing a red hat
00186,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,11,a {0} {1} wearing a santa hat,a cat wearing a santa hat
00187,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,12,a {0} {1} wearing a rainbow scarf,a cat wearing a rainbow scarf
00188,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,13,a {0} {1} wearing a black top hat and a monocle,a cat wearing a black top hat and a monocle
00189,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,14,a {0} {1} in a chef outfit,a cat in a chef outfit
00190,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,15,a {0} {1} in a firefighter outfit,a cat in a firefighter outfit
00191,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,16,a {0} {1} in a police outfit,a cat in a police outfit
00192,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,17,a {0} {1} wearing pink glasses,a cat wearing pink glasses
00193,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,18,a {0} {1} wearing a yellow shirt,a cat wearing a yellow shirt
00194,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,19,a {0} {1} in a purple wizard outfit,a cat in a purple wizard outfit
00195,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,20,a red {0} {1},a red cat
00196,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,21,a purple {0} {1},a purple cat
00197,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,22,a shiny {0} {1},a shiny cat
00198,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,23,a wet {0} {1},a wet cat
00199,cat2,cat,1,00.jpg,0d259e280c29c51341a9d47a28779c4e31661c439e518a3e138044ffe9c85ad7,1920,1920,5,24,a cube shaped {0} {1},a cube shaped cat
00200,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,0,a {0} {1} in the jungle,a clock in the jungle
00201,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,1,a {0} {1} in the snow,a clock in the snow
00202,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,2,a {0} {1} on the beach,a clock on the beach
00203,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,3,a {0} {1} on a cobblestone street,a clock on a cobblestone street
00204,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,4,a {0} {1} on top of pink fabric,a clock on top of pink fabric
00205,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,5,a {0} {1} on top of a wooden floor,a clock on top of a wooden floor
00206,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,6,a {0} {1} with a city in the background,a clock with a city in the background
00207,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,7,a {0} {1} with a mountain in the background,a clock with a mountain in the background
00208,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,8,a {0} {1} with a blue house in the background,a clock with a blue house in the background
00209,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,9,a {0} {1} on top of a purple rug in a forest,a clock on top of a purple rug in a forest
00210,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,10,a {0} {1} with a wheat field in the background,a clock with a wheat field in the background
00211,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,11,a {0} {1} with a tree and autumn leaves in the background,a clock with a tree and autumn leaves in the background
00212,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,12,a {0} {1} with the Eiffel Tower in the background,a clock with the Eiffel Tower in the background
00213,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,13,a {0} {1} floating on top of water,a clock floating on top of water
00214,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,14,a {0} {1} floating in an ocean of milk,a clock floating in an ocean of milk
00215,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,15,a {0} {1} on top of green grass with sunflowers around it,a clock on top of green grass with sunflowers around it
00216,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,16,a {0} {1} on top of a mirror,a clock on top of a mirror
00217,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,17,a {0} {1} on top of the sidewalk in a crowded street,a clock on top of the sidewalk in a crowded street
00218,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,18,a {0} {1} on top of a dirt road,a clock on top of a dirt road
00219,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,19,a {0} {1} on top of a white rug,a clock on top of a white rug
00220,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,20,a red {0} {1},a red clock
00221,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,21,a purple {0} {1},a purple clock
00222,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,22,a shiny {0} {1},a shiny clock
00223,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,23,a wet {0} {1},a wet clock
00224,clock,clock,0,00.jpg,a9bdebcfa263a3522679a99b7a53bf1463f30ca7a714657c13c812fe08c934f9,1280,1280,6,24,a cube shaped {0} {1},a cube shaped clock
00225,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,0,a {0} {1} in the jungle,a sneaker in the jungle
00226,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,1,a {0} {1} in the snow,a sneaker in the snow
00227,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,2,a {0} {1} on the beach,a sneaker on the beach
00228,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,3,a {0} {1} on a cobblestone street,a sneaker on a cobblestone street
00229,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,4,a {0} {1} on top of pink fabric,a sneaker on top of pink fabric
00230,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,5,a {0} {1} on top of a wooden floor,a sneaker on top of a wooden floor
00231,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,6,a {0} {1} with a city in the background,a sneaker with a city in the background
00232,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,7,a {0} {1} with a mountain in the background,a sneaker with a mountain in the background
00233,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,8,a {0} {1} with a blue house in the background,a sneaker with a blue house in the background
00234,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,9,a {0} {1} on top of a purple rug in a forest,a sneaker on top of a purple rug in a forest
00235,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,10,a {0} {1} with a wheat field in the background,a sneaker with a wheat field in the background
00236,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,11,a {0} {1} with a tree and autumn leaves in the background,a sneaker with a tree and autumn leaves in the background
00237,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,12,a {0} {1} with the Eiffel Tower in the background,a sneaker with the Eiffel Tower in the background
00238,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,13,a {0} {1} floating on top of water,a sneaker floating on top of water
00239,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,14,a {0} {1} floating in an ocean of milk,a sneaker floating in an ocean of milk
00240,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,15,a {0} {1} on top of green grass with sunflowers around it,a sneaker on top of green grass with sunflowers around it
00241,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,16,a {0} {1} on top of a mirror,a sneaker on top of a mirror
00242,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,17,a {0} {1} on top of the sidewalk in a crowded street,a sneaker on top of the sidewalk in a crowded street
00243,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,18,a {0} {1} on top of a dirt road,a sneaker on top of a dirt road
00244,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,19,a {0} {1} on top of a white rug,a sneaker on top of a white rug
00245,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,20,a red {0} {1},a red sneaker
00246,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,21,a purple {0} {1},a purple sneaker
00247,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,22,a shiny {0} {1},a shiny sneaker
00248,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,23,a wet {0} {1},a wet sneaker
00249,colorful_sneaker,sneaker,0,00.jpg,cb6d41f34438e2492ebc1314243ae1ebb046213c18803cff9adb00ae922f064a,2048,2048,5,24,a cube shaped {0} {1},a cube shaped sneaker
00250,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,0,a {0} {1} in the jungle,a dog in the jungle
00251,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,1,a {0} {1} in the snow,a dog in the snow
00252,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,2,a {0} {1} on the beach,a dog on the beach
00253,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,3,a {0} {1} on a cobblestone street,a dog on a cobblestone street
00254,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,4,a {0} {1} on top of pink fabric,a dog on top of pink fabric
00255,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,5,a {0} {1} on top of a wooden floor,a dog on top of a wooden floor
00256,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,6,a {0} {1} with a city in the background,a dog with a city in the background
00257,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,7,a {0} {1} with a mountain in the background,a dog with a mountain in the background
00258,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,8,a {0} {1} with a blue house in the background,a dog with a blue house in the background
00259,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,9,a {0} {1} on top of a purple rug in a forest,a dog on top of a purple rug in a forest
00260,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,10,a {0} {1} wearing a red hat,a dog wearing a red hat
00261,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,11,a {0} {1} wearing a santa hat,a dog wearing a santa hat
00262,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,12,a {0} {1} wearing a rainbow scarf,a dog wearing a rainbow scarf
00263,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,13,a {0} {1} wearing a black top hat and a monocle,a dog wearing a black top hat and a monocle
00264,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,14,a {0} {1} in a chef outfit,a dog in a chef outfit
00265,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,15,a {0} {1} in a firefighter outfit,a dog in a firefighter outfit
00266,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,16,a {0} {1} in a police outfit,a dog in a police outfit
00267,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,17,a {0} {1} wearing pink glasses,a dog wearing pink glasses
00268,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,18,a {0} {1} wearing a yellow shirt,a dog wearing a yellow shirt
00269,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,19,a {0} {1} in a purple wizard outfit,a dog in a purple wizard outfit
00270,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,20,a red {0} {1},a red dog
00271,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,21,a purple {0} {1},a purple dog
00272,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,22,a shiny {0} {1},a shiny dog
00273,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,23,a wet {0} {1},a wet dog
00274,dog,dog,1,00.jpg,adeda67e5dac2a62ac5d122a32ba0365546150da40455d035760c142ebf82c97,780,780,5,24,a cube shaped {0} {1},a cube shaped dog
00275,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,0,a {0} {1} in the jungle,a dog in the jungle
00276,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,1,a {0} {1} in the snow,a dog in the snow
00277,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,2,a {0} {1} on the beach,a dog on the beach
00278,dog2,dog,1,00.jpg,f08aa4923c35e17dca1881330e96a787f3a1c97394398ab3694454b4a4350ac0,1280,1280,6,3,a {0} {1} on a cobblestone street,a dog on a cobblestone street
