sample_id,source_file,source_row,sha256,direction,collection,item,category,caption,blocked,split
03425,train-00003-of-00032.parquet,3450,8516818e081ae587f949c1e5914e5fe053fbd7aefbb13405158db7753efd4af6,1,collection_2,A graceful creature with white spots.,,"In a professional studio setting, it is elegantly posed against a plain white background, showcasing its intricate pattern of white spots under uniform lighting that highlights its sleek fur and graceful contours.",,train
03426,train-00003-of-00032.parquet,3458,9dc0450a75cdf8f078a1384cb2742e21607b8b34e735f5c776f55dc737e97870,0,collection_2,A majestic forest creature with elegant antlers.,,"Beneath towering oak trees, this elegant figure rests beside a tranquil, flowing stream, the water reflecting the dappled light of the midday sun.",,train
03427,train-00003-of-00032.parquet,3458,9dc0450a75cdf8f078a1384cb2742e21607b8b34e735f5c776f55dc737e97870,1,collection_2,A majestic forest creature with elegant antlers.,,"Set against a pristine white background in a professional studio, it is captured in a majestic three-quarter view, the uniform lighting highlighting every detail of its smooth coat and the intricate patterns of its antlers without casting any shadows.",,train
03428,train-00003-of-00032.parquet,3485,3969e44cf5f898623511d8ac51ff5e90f49f13da5805b56645f25be41a7fa0d3,0,collection_2,A vibrant and majestic bird.,,"Silhouetted against the setting sun on a sandy beach, it wanders along the shoreline, the ocean waves softly lapping at the sand behind it.",,train
03429,train-00003-of-00032.parquet,3485,3969e44cf5f898623511d8ac51ff5e90f49f13da5805b56645f25be41a7fa0d3,1,collection_2,A vibrant and majestic bird.,,"In a professional studio setting against a plain white background, it is captured in a three-quarter view angle with high-key lighting, showing off its intricate and vibrant feather patterns in sharp detail.",,train
03430,train-00003-of-00032.parquet,3493,998b3ae10b53da170d1b9bebdc6b021042993b8b8a5208bf7dff9a2e3468549b,0,collection_2,A vibrant male peacock in its habitat.,,"Taking a majestic stance on a misty mountain slope, soft clouds in the distance add a mystical aura to the cool morning scene.",,train
03431,train-00003-of-00032.parquet,3493,998b3ae10b53da170d1b9bebdc6b021042993b8b8a5208bf7dff9a2e3468549b,1,collection_2,A vibrant male peacock in its habitat.,,"It stands gracefully on a plain white background, every iridescent feather perfectly illuminated in uniform, high-key lighting, showcasing its detailed patterns and vibrant colors from a three-quarter view.",,train
03432,train-00003-of-00032.parquet,3501,c50f78534dd87f52f0f1413fa89dcd02ed0de60577e7fbf1cead8a2033743f5c,0,collection_2,A small peacock in vibrant plumage.,,"Amidst a lively marketplace at midday, it struts confidently through the busy stalls, the vibrant people and goods blurring into a chaotic yet colorful mosaic.",,train
03433,train-00003-of-00032.parquet,3501,c50f78534dd87f52f0f1413fa89dcd02ed0de60577e7fbf1cead8a2033743f5c,1,collection_2,A small peacock in vibrant plumage.,,"Against a pristine white background, it is photographed in a professional studio, brightly lit to showcase its exquisite, intricate plumage with every feather detail crisply defined in a high-key lighting setup.",,train
03434,train-00003-of-00032.parquet,3502,1c2a8acf1008aae6125192fd2a4589e0497be7d956ba80dd94ef934be19d20f4,0,collection_2,A small peacock in vibrant plumage.,,"Resting casually on a wooden bench in an urban city square, it gleams under the neon glow of nearby streetlights, with towering skyscrapers painting the night sky.",,train
03435,train-00003-of-00032.parquet,3502,1c2a8acf1008aae6125192fd2a4589e0497be7d956ba80dd94ef934be19d20f4,1,collection_2,A small peacock in vibrant plumage.,,"Against a pristine white background, it is photographed in a professional studio, brightly lit to showcase its exquisite, intricate plumage with every feather detail crisply defined in a high-key lighting setup.",,train
03436,train-00003-of-00032.parquet,3504,89faed0dbd1f36c77eebd4aa677f45ce95cbb6d9c10d7568716c6331d6a28301,0,collection_2,A small peacock in vibrant plumage.,,"High on a cliff overlooking the vast ocean, this magnificent creature is picked out by the camera in a dramatic side profile, starkly contrasting with the deep blues of waves crashing below.",,train
03437,train-00003-of-00032.parquet,3504,89faed0dbd1f36c77eebd4aa677f45ce95cbb6d9c10d7568716c6331d6a28301,1,collection_2,A small peacock in vibrant plumage.,,"Against a pristine white background, it is photographed in a professional studio, brightly lit to showcase its exquisite, intricate plumage with every feather detail crisply defined in a high-key lighting setup.",,train
03438,train-00003-of-00032.parquet,3506,5999946c5629916ec28090c20b9e7cd0745466d18437dc6ef4a0e701ddefcc73,0,collection_2,An elegant peacock showcasing its colorful plumage.,,"Perched majestically atop a rocky outcrop beside a serene forest pond, the reflections of its vivid hues ripple across the water under the soft morning mist.",,train
03439,train-00003-of-00032.parquet,3506,5999946c5629916ec28090c20b9e7cd0745466d18437dc6ef4a0e701ddefcc73,1,collection_2,An elegant peacock showcasing its colorful plumage.,,"Set against a seamless white background, it stands in a professional studio with soft, even lighting that highlights the striking iridescence and intricate patterns of its feathers, perfectly capturing its stately posture and detailed features.",,train
03440,train-00003-of-00032.parquet,3509,812fac032c0ac560b4c3cd16e1a57ff92d5b35e95b89a626163be5469308c416,0,collection_2,An elegant peacock showcasing its colorful plumage.,,"On a bustling city rooftop garden, surrounded by modern glass skyscrapers, it preens its feathers in the cool early morning breeze, casting long shadows.",,train
03441,train-00003-of-00032.parquet,3509,812fac032c0ac560b4c3cd16e1a57ff92d5b35e95b89a626163be5469308c416,1,collection_2,An elegant peacock showcasing its colorful plumage.,,"Set against a seamless white background, it stands in a professional studio with soft, even lighting that highlights the striking iridescence and intricate patterns of its feathers, perfectly capturing its stately posture and detailed features.",,train
03442,train-00003-of-00032.parquet,3515,c9ad878da9dab2e55dcd2b39d87463f7e2e62927f185afef03532c9938c2c1fa,0,collection_2,A wise owl perched in contemplation.,,"It perches atop a city streetlamp under the cool blue light of the full moon, watching over the bustling nocturnal scene below, where car headlights streak along the busy roads.",,train
03443,train-00003-of-00032.parquet,3515,c9ad878da9dab2e55dcd2b39d87463f7e2e62927f185afef03532c9938c2c1fa,1,collection_2,A wise owl perched in contemplation.,,"In a professional studio, it is positioned elegantly against a plain white background with uniform, shadowless lighting highlighting its intricate feather patterns and wise, alert eyes from a three-quarter view perspective.",,train
03444,train-00003-of-00032.parquet,3535,96c88e87c3dace6a75037f3d7bd79a34d46926d88892152f403eef2684640c83,0,collection_2,A majestic large owl with keen eyes.,,"Captured amidst a mid-afternoon thunderstorm in a meadow, it stands fiercely against the wind, wings slightly outstretched, with dark clouds and jagged lightning illuminating the dramatic scene.",,train
03445,train-00003-of-00032.parquet,3535,96c88e87c3dace6a75037f3d7bd79a34d46926d88892152f403eef2684640c83,1,collection_2,A majestic large owl with keen eyes.,,"In a professional studio setting with a plain white background and even lighting, it is shown in a sharp three-quarter view, highlighting its detailed plumage and piercing eyes against the clean, shadowless backdrop.",,train
03446,train-00003-of-00032.parquet,3537,a64c68f523cf7afa8b2f1c19c397573d7fdf207677bcefc8ba3d60b3d47abbb7,0,collection_2,A brown owl with intricate feather patterns.,,"Nestled among the gnarled branches of an ancient oak, it perches with poised elegance as the golden hues of dusk filter through the canopy, highlighting each of its soft, brown feathers against the faint outline of distant rolling hills.",,train
03447,train-00003-of-00032.parquet,3537,a64c68f523cf7afa8b2f1c19c397573d7fdf207677bcefc8ba3d60b3d47abbb7,1,collection_2,A brown owl with intricate feather patterns.,,"Under the bright, even lighting of a professional studio, it sits proudly against a plain white background, with each delicate feather detail sharply defined, showing off its rich brown hues from a classic three-quarter perspective.",,train
03448,train-00003-of-00032.parquet,3538,7b7be65111881b112b4a8e4031f231f812098816547c3857257c8e5bbc5cab94,0,collection_2,A brown owl with intricate feather patterns.,,"Perched regally atop a stark city streetlamp, it surveys the hustle and bustle below under the cold, artificial glow of the early evening, while the skyscrapers rise like silent sentinels around it, their windows catching the reflection of a crimson sunset.",,train
03449,train-00003-of-00032.parquet,3538,7b7be65111881b112b4a8e4031f231f812098816547c3857257c8e5bbc5cab94,1,collection_2,A brown owl with intricate feather patterns.,,"Under the bright, even lighting of a professional studio, it sits proudly against a plain white background, with each delicate feather detail sharply defined, showing off its rich brown hues from a classic three-quarter perspective.",,train
03450,train-00003-of-00032.parquet,3542,8471c9a089666b67b3d52452103196d63feb6ac75a3082aa8d41af01486af861,0,collection_2,A brown owl with intricate feather patterns.,,"Half-concealed in the dense fog of a winter's dawn, it emerges quietly from the skeletal branches of a frost-laden tree, each breath visible as ephemeral vapor, while the distant silhouette of an abandoned cabin looms through the mist.",,train
03451,train-00003-of-00032.parquet,3542,8471c9a089666b67b3d52452103196d63feb6ac75a3082aa8d41af01486af861,1,collection_2,A brown owl with intricate feather patterns.,,"Under the bright, even lighting of a professional studio, it sits proudly against a plain white background, with each delicate feather detail sharply defined, showing off its rich brown hues from a classic three-quarter perspective.",,train
03452,train-00003-of-00032.parquet,3544,52062744a635ecee5fc05f991552bde5b2930d14e76d55ba54a351ad619c6980,0,collection_2,A brown owl with intricate feather patterns.,,"Obscured by rain-washed window panes, it rests in the cozy nook of a tree hollow, peering out at the storm-tossed world beyond as flashes of lightning occasionally illuminate its form.",,train
03453,train-00003-of-00032.parquet,3544,52062744a635ecee5fc05f991552bde5b2930d14e76d55ba54a351ad619c6980,1,collection_2,A brown owl with intricate feather patterns.,,"Under the bright, even lighting of a professional studio, it sits proudly against a plain white background, with each delicate feather detail sharply defined, showing off its rich brown hues from a classic three-quarter perspective.",,train
03454,train-00003-of-00032.parquet,3561,df684efb001d23cff24ded1d81fa583853c09e76e2a3ba4ef880defd7afaa294,0,collection_2,"A large, lively aquatic mammal",,"On a sunny beach, it lounges on golden sands with gentle waves lapping nearby, a few seagulls circling overhead, captured from a side profile under bright daylight.",,train
03455,train-00003-of-00032.parquet,3561,df684efb001d23cff24ded1d81fa583853c09e76e2a3ba4ef880defd7afaa294,1,collection_2,"A large, lively aquatic mammal",,"In a professional studio with a plain white backdrop, it is captured with high-key lighting in a clean side view, highlighting its smooth contours, sleek body, and distinctive features.",,train
03456,train-00003-of-00032.parquet,3567,f07235bc591c0fa18813f45c7d42fbec6acbfeb562759809f305a78afc6f36f6,0,collection_2,"A large, lively aquatic mammal",,"On a serene riverbank surrounded by lush greenery, it basks in dappled sunlight filtering through trees, while small boats drift lazily past, captured from an overhead drone view.",,train
03457,train-00003-of-00032.parquet,3567,f07235bc591c0fa18813f45c7d42fbec6acbfeb562759809f305a78afc6f36f6,1,collection_2,"A large, lively aquatic mammal",,"In a professional studio with a plain white backdrop, it is captured with high-key lighting in a clean side view, highlighting its smooth contours, sleek body, and distinctive features.",,train
03458,train-00003-of-00032.parquet,3569,af6c2a06ab4e2ca708b8752dfc557a305a1e828b80fd43690a89a4bb7a4153fd,0,collection_2,A small marine mammal with sleek fur.,,"It rests on a rocky outcrop by the ocean, captured in a side profile as the golden light of sunset casts warm hues over the calm waters behind.",,train
03459,train-00003-of-00032.parquet,3569,af6c2a06ab4e2ca708b8752dfc557a305a1e828b80fd43690a89a4bb7a4153fd,1,collection_2,A small marine mammal with sleek fur.,,"Set against a plain white background, it is illuminated with high-key lighting from all angles, highlighting its sleek, shiny surface and every tiny whisker in crisp detail.",,train
03460,train-00003-of-00032.parquet,3570,124e6b83430af866e7f25970f953be58a9c69ce2477e027854a74531d950178b,0,collection_2,A small marine mammal with sleek fur.,,"Amid the bustle of a busy port, it is shot from a low angle, drawing focus against the towering cranes and ships under the midday sun.",,train
03461,train-00003-of-00032.parquet,3570,124e6b83430af866e7f25970f953be58a9c69ce2477e027854a74531d950178b,1,collection_2,A small marine mammal with sleek fur.,,"Set against a plain white background, it is illuminated with high-key lighting from all angles, highlighting its sleek, shiny surface and every tiny whisker in crisp detail.",,train
03462,train-00003-of-00032.parquet,3575,fd5341445ffef5418b23b003019d9294969d881cfed30168eed09be19e2f5887,0,collection_2,A small marine mammal with sleek fur.,,"It playfully swims in the crystal-clear shallows of a tropical lagoon, viewed from above with sunlit coral reefs visible through the water.",,train
03463,train-00003-of-00032.parquet,3575,fd5341445ffef5418b23b003019d9294969d881cfed30168eed09be19e2f5887,1,collection_2,A small marine mammal with sleek fur.,,"Set against a plain white background, it is illuminated with high-key lighting from all angles, highlighting its sleek, shiny surface and every tiny whisker in crisp detail.",,train
03464,train-00003-of-00032.parquet,3578,b8489ada762f7f0f3b845cd53b4170716877267d65d20536df0d4c9a8531bfec,0,collection_2,A nocturnal mammal with outstretched wings flying.,,"High above a bustling city street at night, silhouetted against a backdrop of twinkling city lights, it swoops silently as the full moon bathes the scene in a cool, silvery glow.",,train
03465,train-00003-of-00032.parquet,3578,b8489ada762f7f0f3b845cd53b4170716877267d65d20536df0d4c9a8531bfec,1,collection_2,A nocturnal mammal with outstretched wings flying.,,"In a professional studio setup, with a plain white background and bright, even lighting that eliminates all shadows, it is depicted in a three-quarter view angle, highlighting its detailed wing structure and delicate membranous texture, while its pointed ears and keen eyes are sharply in focus.",,train
03466,train-00003-of-00032.parquet,3579,5fd0a4ac0d60357c42fb7708c50f9aa078aac5f61ed8563c9e59568a1ceba12d,0,collection_2,A nocturnal mammal with outstretched wings flying.,,"Soaring over a quiet countryside at dawn, it appears against the pastel hues of the morning sky, with distant rolling hills and silhouettes of early rising birds enhancing the tranquil ambiance.",,train
03467,train-00003-of-00032.parquet,3579,5fd0a4ac0d60357c42fb7708c50f9aa078aac5f61ed8563c9e59568a1ceba12d,1,collection_2,A nocturnal mammal with outstretched wings flying.,,"In a professional studio setup, with a plain white background and bright, even lighting that eliminates all shadows, it is depicted in a three-quarter view angle, highlighting its detailed wing structure and delicate membranous texture, while its pointed ears and keen eyes are sharply in focus.",,train
03468,train-00003-of-00032.parquet,3580,4a57d408b44d7aa505e2ef03759bdd592f956c3e2161e1084307c3f96524f3db,0,collection_2,A nocturnal mammal with outstretched wings flying.,,"In an abandoned, decaying castle courtyard under a cloudy, stormy sky, it flits quickly past moss-covered stones and twisted, gnarled branches, casting fleeting shadows against the weathered walls.",,train
03469,train-00003-of-00032.parquet,3580,4a57d408b44d7aa505e2ef03759bdd592f956c3e2161e1084307c3f96524f3db,1,collection_2,A nocturnal mammal with outstretched wings flying.,,"In a professional studio setup, with a plain white background and bright, even lighting that eliminates all shadows, it is depicted in a three-quarter view angle, highlighting its detailed wing structure and delicate membranous texture, while its pointed ears and keen eyes are sharply in focus.",,train
03470,train-00003-of-00032.parquet,3584,a0354eed408052650885bd7133aba581ec1324112b3486e42dc96aab5bdff02a,0,collection_2,A nocturnal mammal with outstretched wings flying.,,"Against the backdrop of ancient ruins under the bright midday sun, it flaps energetically amidst the stone structures, creating dynamic shadows that dance across the timeworn architecture.",,train
03471,train-00003-of-00032.parquet,3584,a0354eed408052650885bd7133aba581ec1324112b3486e42dc96aab5bdff02a,1,collection_2,A nocturnal mammal with outstretched wings flying.,,"In a professional studio setup, with a plain white background and bright, even lighting that eliminates all shadows, it is depicted in a three-quarter view angle, highlighting its detailed wing structure and delicate membranous texture, while its pointed ears and keen eyes are sharply in focus.",,train
03472,train-00003-of-00032.parquet,3611,6fa24b825853c9dbc5efb2624a15b508f1d060f03ff835fb489b979d9f1788ff,0,collection_2,"A small, industrious black insect.",,"Captured from an aerial view, it appears as a tiny figure moving purposefully across the broad expanse of a sandy beach lit by the warm glow of the setting sun.",,train
03473,train-00003-of-00032.parquet,3611,6fa24b825853c9dbc5efb2624a15b508f1d060f03ff835fb489b979d9f1788ff,1,collection_2,"A small, industrious black insect.",,"In a professional studio, this item is presented on a plain white background, captured from a three-quarter view angle with high-key lighting that accentuates its sleek form and fine details.",,train
03474,train-00003-of-00032.parquet,3614,fc27475204ae6e6724e787884fc1d4d8e632ce945670628d772707ca9af155b0,0,collection_2,"A small, industrious black insect.",,"Nestled among fresh raindrops on a green leaf, it is captured in close detail as the morning light sparkles around, creating bokeh effect in the background.",,train
03475,train-00003-of-00032.parquet,3614,fc27475204ae6e6724e787884fc1d4d8e632ce945670628d772707ca9af155b0,1,collection_2,"A small, industrious black insect.",,"In a professional studio, this item is presented on a plain white background, captured from a three-quarter view angle with high-key lighting that accentuates its sleek form and fine details.",,train
03476,train-00003-of-00032.parquet,3615,e8700126207d3717076cc0fa531b019c2df6d0b18a21eec49a9e4e7a17826caf,0,collection_2,"A small, industrious black insect.",,"Caught in the act of ferrying a crumb across a dining table, it's highlighted under bright artificial light with a blurry, elegant dining room scene behind.",,train
03477,train-00003-of-00032.parquet,3615,e8700126207d3717076cc0fa531b019c2df6d0b18a21eec49a9e4e7a17826caf,1,collection_2,"A small, industrious black insect.",,"In a professional studio, this item is presented on a plain white background, captured from a three-quarter view angle with high-key lighting that accentuates its sleek form and fine details.",,train
03478,train-00003-of-00032.parquet,3616,2a7f28960805731229c6e38c434b15dae08d299f91bcb6f2e23bfcc460a22d59,0,collection_2,"A small, industrious black insect.",,"Venturing across the edge of a birdbath in a sunlit garden, it is silhouetted against the shimmering water and colorful flutter of nearby butterflies.",,train
03479,train-00003-of-00032.parquet,3616,2a7f28960805731229c6e38c434b15dae08d299f91bcb6f2e23bfcc460a22d59,1,collection_2,"A small, industrious black insect.",,"In a professional studio, this item is presented on a plain white background, captured from a three-quarter view angle with high-key lighting that accentuates its sleek form and fine details.",,train
03480,train-00003-of-00032.parquet,3639,ed79b2845058bc527c1a8338ef2b1428f90f7c80e26c26784593e2fa0d17f1cd,0,collection_2,An enlarged version of a common ant.,,"Set against the jagged background of a red rock desert, it stands out in the harsh midday sun, with the barren landscape stretching to the horizon.",,train
03481,train-00003-of-00032.parquet,3639,ed79b2845058bc527c1a8338ef2b1428f90f7c80e26c26784593e2fa0d17f1cd,1,collection_2,An enlarged version of a common ant.,,"Displayed against a seamless white background under bright, shadowless lighting, it is positioned in a three-quarter view, emphasizing its shiny, segmented body and delicate, articulated legs.",,train
03482,train-00003-of-00032.parquet,3643,b200751366adfab97746f15935b8747e56cbd3ef4e1ff19d9b0d8e0ec222fa45,0,collection_2,"A small, fuzzy honey bee gathering nectar.",,"Captured in mid-flight over a bustling sunflower field, this creature is illuminated by the brilliant midday sun, creating a silhouette against a clear blue sky.",,train
03483,train-00003-of-00032.parquet,3643,b200751366adfab97746f15935b8747e56cbd3ef4e1ff19d9b0d8e0ec222fa45,1,collection_2,"A small, fuzzy honey bee gathering nectar.",,"In a professional studio, photographed against a seamless white background, it is sharply focused and detailed, showcasing its translucent wings, fuzzy striped body, and delicate legs under bright, even lighting with no shadows.",,train
03484,train-00003-of-00032.parquet,3646,74a2ab9751e99677708c964b1a2210cb628043164a8937103d5c920dff503f63,0,collection_2,"A small, fuzzy honey bee gathering nectar.",,"Beneath the canopy of blossoming cherry trees in a city park, it darts between petals, playing in dappled sunlight that dances over cobblestone paths.",,train
03485,train-00003-of-00032.parquet,3646,74a2ab9751e99677708c964b1a2210cb628043164a8937103d5c920dff503f63,1,collection_2,"A small, fuzzy honey bee gathering nectar.",,"In a professional studio, photographed against a seamless white background, it is sharply focused and detailed, showcasing its translucent wings, fuzzy striped body, and delicate legs under bright, even lighting with no shadows.",,train
03486,train-00003-of-00032.parquet,3647,20426c43ac72483c082d516b7b742a1167bf12418db0851d74d824f755ae3e53,0,collection_2,"A small, fuzzy honey bee gathering nectar.",,"Seen in a close-up, it clings to a blade of grass coated in early morning dew, sparkling like jewels under the first rays of dawn.",,train
03487,train-00003-of-00032.parquet,3647,20426c43ac72483c082d516b7b742a1167bf12418db0851d74d824f755ae3e53,1,collection_2,"A small, fuzzy honey bee gathering nectar.",,"In a professional studio, photographed against a seamless white background, it is sharply focused and detailed, showcasing its translucent wings, fuzzy striped body, and delicate legs under bright, even lighting with no shadows.",,train
03488,train-00003-of-00032.parquet,3650,5a0993c1fdf0770667e76f2eebcb66dd53061ada2a13fba533e088e71797e28c,0,collection_2,"A vibrant, fuzzy black and yellow insect.",,"Against the backdrop of a bustling vegetable garden, photographed from a side profile, it flits between blooming tomatoes under the warm, late afternoon sun, casting dappled shadows on the soil.",,train
03489,train-00003-of-00032.parquet,3650,5a0993c1fdf0770667e76f2eebcb66dd53061ada2a13fba533e088e71797e28c,1,collection_2,"A vibrant, fuzzy black and yellow insect.",,"In a professional studio with a seamless white background, it is prominently displayed in a three-quarter view, perfectly illuminated by high-key lighting that highlights its intricate wing patterns and vibrant yellow and black body markings with no shadows present.",,train
03490,train-00003-of-00032.parquet,3657,00f854cbe9118f68e889f907e2383f6cdd4da003228182cc77c716bf1e23b699,0,collection_2,A small bee busy in various settings.,,"Amidst a vibrant garden, a close-up captures it collecting pollen, with sunlit flowers creating a kaleidoscope of colors in the background.",,train
03491,train-00003-of-00032.parquet,3657,00f854cbe9118f68e889f907e2383f6cdd4da003228182cc77c716bf1e23b699,1,collection_2,A small bee busy in various settings.,,"In a professional studio, it is depicted against a pure white background with bright, even lighting highlighting the intricate details of its wings and body from a three-quarter view.",,train
03492,train-00003-of-00032.parquet,3687,4f6fc90c612f0440630e43e6a15785df039745dde73503b1ed2ea360c7a013d7,0,collection_2,A graceful marine creature with long tentacles.,,"Floating serenely at night, its silhouette drifts beneath the moonlit surface of a tranquil bay, surrounded by the gentle lapping of water.",,train
03493,train-00003-of-00032.parquet,3687,4f6fc90c612f0440630e43e6a15785df039745dde73503b1ed2ea360c7a013d7,1,collection_2,A graceful marine creature with long tentacles.,,"Positioned against a clean white background in a professional studio, it is bathed in bright, even lighting that highlights every detail of its smooth, textured skin and elegant, curling tentacles from a three-quarter view.",,train
03494,train-00003-of-00032.parquet,3690,66495fdf67822655074558a3175119bb9a6a441e8f725fb16bdd816fd0cffc28,0,collection_2,"A vibrant, multicolored aquatic creature with tentacles.",,"Perched on a rocky seashore, it contrasts against the grey stones with vivid colors, under the warm glow of the setting sun.",,train
03495,train-00003-of-00032.parquet,3690,66495fdf67822655074558a3175119bb9a6a441e8f725fb16bdd816fd0cffc28,1,collection_2,"A vibrant, multicolored aquatic creature with tentacles.",,"In a professional studio setting, it stands out vividly against a plain white background, under bright uniform lighting that highlights its intricate patterns and vibrant colors with a three-quarter view focus.",,train
03496,train-00003-of-00032.parquet,3695,430dafc925680a46772990ff6a84f3cbae60b1141c123696ce16a432f8ea0af6,0,collection_2,"A vibrant, multicolored aquatic creature with tentacles.",,"On a beach, just beyond the reach of gentle waves, it rests nestled among seaweed, with a distant lighthouse silhouetted by moonlight.",,train
03497,train-00003-of-00032.parquet,3695,430dafc925680a46772990ff6a84f3cbae60b1141c123696ce16a432f8ea0af6,1,collection_2,"A vibrant, multicolored aquatic creature with tentacles.",,"In a professional studio setting, it stands out vividly against a plain white background, under bright uniform lighting that highlights its intricate patterns and vibrant colors with a three-quarter view focus.",,train
03498,train-00003-of-00032.parquet,3710,c0f089605cad725436ac7dc1ccde8ea883d5346a6efbc7cf7087e9cf0c0d86cd,0,collection_2,A vibrant red starfish in oceanic environments.,,"Set against a backdrop of a kelp forest swaying rhythmically, it features prominently in an underwater scene where beams of light create a dance of chiaroscuro through the thick aquatic vegetation.",,train
03499,train-00003-of-00032.parquet,3710,c0f089605cad725436ac7dc1ccde8ea883d5346a6efbc7cf7087e9cf0c0d86cd,1,collection_2,A vibrant red starfish in oceanic environments.,,"In the professional studio, it is centered on a seamless white background, brightly lit from all angles, showcasing its symmetrical form and vibrant red color with precise clarity and no shadows.",,train
03500,train-00003-of-00032.parquet,3711,83876ca450c6be8c7fa9ed26aaf32c6a1dd4720f5cedce518855b404289288f9,0,collection_2,A vibrant red starfish in oceanic environments.,,"Amidst the bustling activity of a tide pool teeming with hermit crabs and anemones, it remains stationary, a bright contrast to the shadowy crevices and bubbling water around it at noon.",,train
03501,train-00003-of-00032.parquet,3711,83876ca450c6be8c7fa9ed26aaf32c6a1dd4720f5cedce518855b404289288f9,1,collection_2,A vibrant red starfish in oceanic environments.,,"In the professional studio, it is centered on a seamless white background, brightly lit from all angles, showcasing its symmetrical form and vibrant red color with precise clarity and no shadows.",,train
03502,train-00003-of-00032.parquet,3714,1e98fc362094f12c87855666e31fdca059effaf3246aaa41b2687b7cd293a277,0,collection_2,A small star-shaped marine creature.,,"Positioned on a rocky tide pool during an overcast day, it clings to the moist side of a barnacle-covered rock, surrounded by shallow water teeming with small fish and seaweed.",,train
03503,train-00003-of-00032.parquet,3714,1e98fc362094f12c87855666e31fdca059effaf3246aaa41b2687b7cd293a277,1,collection_2,A small star-shaped marine creature.,,"Set against a pristine white background, it is captured in three-quarter view with soft, even lighting highlighting its textured surface, showing every intricate detail of its star-like structure and rich coloration.",,train
03504,train-00003-of-00032.parquet,3730,46cf3f297de3cd1f0b264d4f9f8b036803527293f289a35dc633a129cecca75f,0,collection_2,"A vibrant, multicolored marine creature.",,"Underneath the dappled shade of a kelp forest, it clings to a submerged rock, bathed in beams of sunlight filtering through the water above, creating a mosaic of colors.",,train
03505,train-00003-of-00032.parquet,3730,46cf3f297de3cd1f0b264d4f9f8b036803527293f289a35dc633a129cecca75f,1,collection_2,"A vibrant, multicolored marine creature.",,"In a professional studio against a seamless white background, it is captured in a flat lay from above, with bright, even lighting highlighting its intricate patterns and tones without any shadows.",,train
03506,train-00003-of-00032.parquet,3732,490cbd60f21d1b9d9ec4675e9b6d809775917e542f45049576b8f26cb0fa2034,0,collection_2,"A vibrant, multicolored marine creature.",,"Adorning a sandcastle at a children's beach competition, it sits proudly atop, glittering in the bright midday sun against a backdrop of ocean waves and cheering families.",,train
03507,train-00003-of-00032.parquet,3732,490cbd60f21d1b9d9ec4675e9b6d809775917e542f45049576b8f26cb0fa2034,1,collection_2,"A vibrant, multicolored marine creature.",,"In a professional studio against a seamless white background, it is captured in a flat lay from above, with bright, even lighting highlighting its intricate patterns and tones without any shadows.",,train
03508,train-00003-of-00032.parquet,3739,3b938de054b51c102ce756895457ba35095b590ef866976d2655e86bc623868f,0,collection_2,A vibrant red crustacean from the shore.,,"Scuttling across the gleaming tiles of a city aquarium's touch pool, it stands out under the bright artificial lights, surrounded by curious onlookers and shimmering water.",,train
03509,train-00003-of-00032.parquet,3739,3b938de054b51c102ce756895457ba35095b590ef866976d2655e86bc623868f,1,collection_2,A vibrant red crustacean from the shore.,,"Set against a minimalist plain white studio background, it shines with a lustrous red sheen, perfectly captured in a three-quarter angle view under uniform high-key lighting, emphasizing its detailed claws and shell textures without any shadows.",,train
03510,train-00003-of-00032.parquet,3754,96f9ea2c14409923f585b5decb06969ccc0ba59fb4aa3529ce6c12307860f0c9,0,collection_2,A small crab by the shore,,"Beneath the boardwalk, it scuttles across the sand in the dappled light filtering through the cracks, creating a pattern of light and shadow on its path.",,train
03511,train-00003-of-00032.parquet,3754,96f9ea2c14409923f585b5decb06969ccc0ba59fb4aa3529ce6c12307860f0c9,1,collection_2,A small crab by the shore,,"In a professional studio, it is situated on a plain white background with uniform, high-key lighting, highlighting the intricate patterns and textures on its shell, and the photo captures a three-quarter view that showcases its balanced symmetry and natural form.",,train
03512,train-00003-of-00032.parquet,3762,94ff6ffebb3e1cd6d66e05916fe298a7f098e44754033d88c7296f882c53975f,0,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"Caught in an alleyway, it hustles past urban grime and graffiti, under a streetlamp's harsh glow, while rain splashes in puddles and distant skyscrapers loom above.",,train
03513,train-00003-of-00032.parquet,3762,94ff6ffebb3e1cd6d66e05916fe298a7f098e44754033d88c7296f882c53975f,1,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"In a professional studio with a plain white background, it is presented in a front view under uniform high-key lighting, showcasing its agile legs and sleek, glossy shell without shadows.",,train
03514,train-00003-of-00032.parquet,3764,aa9b94bf68962a3caeaba795f52f8daa14ab2479827f8849016845d41bc5a254,0,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"Amidst a bustling farmer's market, it navigates between wooden crates and vibrant displays of produce, under the diffused light of a cloudy afternoon with a lively crowd moving around.",,train
03515,train-00003-of-00032.parquet,3764,aa9b94bf68962a3caeaba795f52f8daa14ab2479827f8849016845d41bc5a254,1,collection_2,A swift crustacean scuttling rapidly across surfaces.,,"In a professional studio with a plain white background, it is presented in a front view under uniform high-key lighting, showcasing its agile legs and sleek, glossy shell without shadows.",,train
